,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,CD8+,,,,,,,,,,,,,,,CD8+,,,,,,,,,,,,,,,CD8+,,,,,,,,,,,,,,,CD8+,,,,,,,,,,,,,,,CD8+,,,,,,,,,,,,,,,CD8+,,,,,,,,,,,,
,nM treatment:,84,28,9.333333333,3.111111111,1.037037037,0.345679012,0.115226337,0.038408779,0.012802926,0.004267642,0.001422547,0.000474182,,,nM treatment:,84,28,9.333333333,3.111111111,1.037037037,0.345679012,0.115226337,0.038408779,0.012802926,0.004267642,0.001422547,0.000474182,,,nM treatment:,84,28,9.333333333,3.111111111,1.037037037,0.345679012,0.115226337,0.038408779,0.012802926,0.004267642,0.001422547,0.000474182,,,nM treatment:,84,28,9.333333333,3.111111111,1.037037037,0.345679012,0.115226337,0.038408779,0.012802926,0.004267642,0.001422547,0.000474182,,,nM treatment:,84,28,9.333333333,3.111111111,1.037037037,0.345679012,0.115226337,0.038408779,0.012802926,0.004267642,0.001422547,0.000474182,,,nM treatment:,84,28,9.333333333,3.111111111,1.037037037,0.345679012,0.115226337,0.038408779,0.012802926,0.004267642,0.001422547,0.000474182
,,1,2,3,4,5,6,7,8,9,10,11,12,,,,1,2,3,4,5,6,7,8,9,10,11,12,,,,1,2,3,4,5,6,7,8,9,10,11,12,,,,1,2,3,4,5,6,7,8,9,10,11,12,,,,1,2,3,4,5,6,7,8,9,10,11,12,,,,1,2,3,4,5,6,7,8,9,10,11,12
IL2-060 monomeric 4 hr,,3596.01001,2486.340576,1699.869629,1153.601074,985.151123,951.6590576,913.6897583,858.8361816,832.2089844,800.0726318,812.520874,782.2807007,,Cterm monomericWT 4hr,,2728.051758,2476.32959,1896.476807,1328.900146,904.3615112,894.2636719,872.5247803,860.3341675,729.6166992,810.576355,866.9633789,794.2912598,,Cterm monomeric V91K 4hr,,1021.74408,911.6481934,811.4567261,778.281311,721.2047729,787.7523804,732.3279419,722.6519165,726.1600342,746.5259399,757.7098999,727.7128906,,IL2-109 monomeric 4 hr,,2693.09082,1835.770508,1318.514404,965.6174316,909.0499268,799.2727661,801.5889893,783.861145,759.1513672,758.3335571,740.6636353,752.199585,,IL2-110 monomeric 4 hr,,4520.912109,3803.858398,2487.765625,1770.582397,1579.243164,1270.573975,1353.82605,1141.143555,1326.294189,1200.457153,1187.435791,1203.136108,,Cterm monomeric N88D 4hr,,2638.20459,2381.253418,2332.662598,2287.227051,2166.783691,1916.058105,1863.491943,1775.709717,1804.88147,1628.290283,1263.169434,1110.396729
IL2-060 monomeric 2 hr,,3377.813477,2214.421631,972.4195557,880.8483887,861.5151978,831.5705566,817.4619141,782.6212158,790.6083374,774.5836182,770.9215698,750.4420776,,Cterm monomeric WT 2hr,,2046.535889,1510.527588,932.5661621,903.199585,870.0396729,914.0440674,784.6306152,802.9734497,808.3230591,793.7416992,780.7805176,770.2061768,,Cterm monomeric V91K 2hr,,1164.106445,827.7385254,756.0375366,755.7420654,763.3218994,734.4085693,748.7849731,778.3262939,742.0449829,743.8331299,746.1286621,702.2488403,,IL2-109 monomeric 2 hr,,2316.259766,1370.7146,883.7076416,819.3280029,827.7484131,783.7731934,755.4197998,756.3610229,764.2897949,798.1849365,752.232666,736.2597656,,IL2-110 monomeric 2 hr,,4328.643555,3122.566895,1491.975098,1507.562134,1317.429199,1198.718262,1197.828735,1184.798584,1169.281372,1174.328857,1104.714355,1097.940674,,Cterm monomeric N88D 2hr,,2003.311401,1888.028564,1751.492432,1522.896973,1643.19458,1408.361572,1437.92395,1543.72876,1405.515503,1378.011963,1480.563232,1478.123047
IL2-060 monomeric 1 hr,,4098.824219,2613.611328,973.0355225,894.7504272,875.722168,855.7417603,784.6571045,795.1448975,804.1572266,803.6490479,780.9430542,745.5634766,,Cterm monomeric WT 1hr,,2339.609619,1448.628296,874.3981934,727.8670654,799.5633545,777.7536011,744.8146362,816.7491455,789.8590088,748.9191895,740.4041748,720.8963623,,Cterm monomeric V91K 1hr,,1098.805054,834.6463013,802.2611694,728.0889893,694.0419312,752.293335,733.5576172,716.661499,752.8088989,754.9283447,780.6386719,727.5202026,,IL2-109 monomeric 1 hr,,2323.611572,1331.035156,778.4642334,745.3664551,703.9912109,753.5585938,731.9724731,774.4326782,735.1216431,705.3329468,713.4179688,685.9023438,,IL2-110 monomeric 1 hr,,5208.883301,2878.100342,1374.275269,1207.348999,953.9945679,1218.233032,1128.978638,1223.359131,1113.336914,1154.103271,995.2570801,973.5505981,,Cterm monomeric N88D 1hr,,1850.047607,1841.835205,1508.250488,1522.562744,1363.86377,1501.8479,1294.781006,1275.929688,1209.0979,1166.994141,1149.418335,1129.673828
IL2-060 monomeric 30 min,,4281.480469,2735.151611,898.1820068,862.0006714,870.8248291,790.4116211,853.581543,798.2477417,725.8145752,745.6154785,745.0803223,734.7471924,,Cterm monomeric WT 30min,,2433.204346,1738.365479,871.2005615,779.6685181,769.9850464,744.4932251,698.7297363,790.6621094,772.1951904,743.4250488,714.4041748,708.5341797,,Cterm monomeric V91K 30min,,1142.631226,961.1524658,785.9802246,698.8833008,730.4312744,737.6789551,751.3953857,726.3112793,726.3308716,693.6478271,698.8148193,699.7359619,,IL2-109 monomeric 30 min,,2626.689941,1558.089722,820.078186,845.8555298,818.8010254,764.9467773,772.9475098,735.8959961,727.0211182,736.8112793,729.7550659,709.7427368,,IL2-110 monomeric 30 min,,6270.67627,3493.397217,1259.646484,1387.197632,1419.155273,1257.087646,1211.798096,1194.956299,1322.422729,1259.881348,1088.556885,1082.219971,,Cterm monomeric N88D 30min,,1563.898926,1551.63208,1278.307251,1332.341309,1268.462402,1371.261475,1233.808594,1158.268433,1165.271484,1097.380981,1031.122681,1089.568237
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,T-reg,,,,,,,,,,,,,,,T-reg,,,,,,,,,,,,,,,T-reg,,,,,,,,,,,,,,,T-reg,,,,,,,,,,,,,,,T-reg,,,,,,,,,,,,,,,T-reg,,,,,,,,,,,,
,nM treatment:,84,28,9.333333333,3.111111111,1.037037037,0.345679012,0.115226337,0.038408779,0.012802926,0.004267642,0.001422547,0.000474182,,,nM treatment:,84,28,9.333333333,3.111111111,1.037037037,0.345679012,0.115226337,0.038408779,0.012802926,0.004267642,0.001422547,0.000474182,,,nM treatment:,84,28,9.333333333,3.111111111,1.037037037,0.345679012,0.115226337,0.038408779,0.012802926,0.004267642,0.001422547,0.000474182,,,nM treatment:,84,28,9.333333333,3.111111111,1.037037037,0.345679012,0.115226337,0.038408779,0.012802926,0.004267642,0.001422547,0.000474182,,,nM treatment:,84,28,9.333333333,3.111111111,1.037037037,0.345679012,0.115226337,0.038408779,0.012802926,0.004267642,0.001422547,0.000474182,,,nM treatment:,84,28,9.333333333,3.111111111,1.037037037,0.345679012,0.115226337,0.038408779,0.012802926,0.004267642,0.001422547,0.000474182
,,1,2,3,4,5,6,7,8,9,10,11,12,,,,1,2,3,4,5,6,7,8,9,10,11,12,,,,1,2,3,4,5,6,7,8,9,10,11,12,,,,1,2,3,4,5,6,7,8,9,10,11,12,,,,1,2,3,4,5,6,7,8,9,10,11,12,,,,1,2,3,4,5,6,7,8,9,10,11,12
IL2-060 monomeric 4 hr,,34350.58203,33630.83594,31699.03906,32487.75977,30211.84766,30480.54297,26133.37695,27174.48633,16828.46484,8735.724609,3350.366455,1968.130493,,Cterm monomericWT 4hr,,25593.49805,27402.89844,25247.97461,25411.41406,24229.0957,25619.10156,22488.33594,19473.54102,13830.75586,4761.478027,3001.246094,2012.150513,,Cterm monomeric V91K 4hr,,16646.59766,19160.00586,18952.56055,15877.43164,13138.15625,11585.97754,5910.702637,3360.058594,1781.201904,1700.206177,1919.4646,1471.479492,,IL2-109 monomeric 4 hr,,29517.81836,23996.88281,25525.16797,21582.39063,19976.98047,17429.3125,10741.1084,4481.224121,2914.953125,2171.618896,1958.979736,1982.631348,,IL2-110 monomeric 4 hr,,29331.60352,32407.26367,25281.35156,18151.35547,10833.16992,5870.519043,3276.044434,2932.397949,2292.256104,2442.112793,2886.67749,2790.009277,,Cterm monomeric N88D 4hr,,30162.19531,28350.41406,25953.3125,18043.92969,12076.86035,5829.391113,4963.615234,3375.911133,3172.654053,2778.894531,2231.977783,2427.82666
IL2-060 monomeric 2 hr,,32081.71484,35709.29297,32122.81836,35779.51172,26706.87891,28009.4707,17186.43555,5531.536133,2499.690186,2898.150879,2605.766113,2032.66748,,Cterm monomeric WT 2hr,,24612.07813,22639.0918,25631.86914,20901.57031,20110.80859,18234.17969,11889.29102,4491.889648,1902.450195,1744.29834,1585.822754,1459.610352,,Cterm monomeric V91K 2hr,,19717.33203,18175.20703,15544.3418,12467.88086,2989.806152,4070.613525,2182.836426,1722.446045,1449.44397,1464.829102,1568.013428,1166.706421,,IL2-109 monomeric 2 hr,,23958.54688,23090.38086,22523.57031,16806.84766,11487.68262,4580.947266,2737.247314,2583.133301,2071.221924,1972.614502,2360.152588,1824.098022,,IL2-110 monomeric 2 hr,,35874.21875,29533.75781,10575.33008,7043.634766,3637.767822,2749.399414,2734.275146,2698.12793,2424.59375,2601.625488,2551.478027,2354.667969,,Cterm monomeric N88D 2hr,,26454.32422,23173.18164,10579.11133,4534.646484,3601.56665,2954.819824,2344.760986,2189.667725,2770.989014,2784.246826,2176.999512,2567.904297
IL2-060 monomeric 1 hr,,37354.04688,37748.91797,36665.17188,37072.76172,28421.68555,30589.16602,8612.255859,4038.156982,3566.95459,2098.328613,2214.692871,1810.1521,,Cterm monomeric WT 1hr,,23145.43359,19186.55664,20880.71289,19358.875,15337.75488,11595.48242,6190.002441,2463.044189,1623.64209,1318.395142,1441.942627,1558.67627,,Cterm monomeric V91K 1hr,,18135.53711,18679.5957,10427.9375,4680.821777,2235.388428,1753.070557,1752.631104,1608.18811,1557.687256,1518.095093,1461.112793,1208.941528,,IL2-109 monomeric 1 hr,,27248.47461,23838.59766,22442.38281,12421.97949,3936.724609,2225.625977,2352.938965,2547.775391,2004.959351,1969.478027,1911.556641,1807.776123,,IL2-110 monomeric 1 hr,,38037.08984,32264.7207,4858.530273,5388.884766,3199.844238,3014.473145,3168.871826,2920.20166,2896.727051,3404.321777,2567.2771,2317.685547,,Cterm monomeric N88D 1hr,,30618.23438,23957.66016,3906.769531,4323.195313,2902.228027,2359.243408,2451.896973,2487.614014,2336.359375,2816.438721,2303.743408,2732.313477
IL2-060 monomeric 30 min,,33800.71094,38829.55469,34139.67188,35602.78906,24765.51758,31989.69727,10601.41797,8774.289063,2665.33374,2680.043701,2269.393799,2568.927979,,Cterm monomeric WT 30min,,23159.60938,22357.58008,20312.73242,17966.86328,15968.87695,12543.15039,3730.277588,1886.815063,1661.467529,1552.150757,1257.759521,1212.351807,,Cterm monomeric V91K 30min,,24384.53516,23161.00586,7591.619141,3224.47998,2314.416016,2583.683838,1692.936523,1982.343506,1584.588135,2177.90625,1503.375,1616.833496,,IL2-109 monomeric 30 min,,29524.07617,24603.33203,19953.95313,12664.09961,3466.469727,2461.394531,2803.967285,2113.522949,2378.054199,2073.775391,2098.861816,1812.12915,,IL2-110 monomeric 30 min,,44187.17969,36931.32422,5562.719727,3726.046387,3615.428711,3258.894775,2904.540527,2925.556641,3535.808105,3073.61084,2580.660645,2428.942139,,Cterm monomeric N88D 30min,,33378.34375,21728.47461,3233.689941,2487.517334,2756.832031,2653.109619,2513.986816,2715.675049,2341.682373,2404.84375,2216.584473,2016.793091
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Naive Treg,,,,,,,,,,,,,,,Naive Treg,,,,,,,,,,,,,,,Naive Treg,,,,,,,,,,,,,,,Naive Treg,,,,,,,,,,,,,,,Naive Treg,,,,,,,,,,,,,,,Naive Treg,,,,,,,,,,,,
,nM treatment:,84,28,9.333333333,3.111111111,1.037037037,0.345679012,0.115226337,0.038408779,0.012802926,0.004267642,0.001422547,0.000474182,,,nM treatment:,84,28,9.333333333,3.111111111,1.037037037,0.345679012,0.115226337,0.038408779,0.012802926,0.004267642,0.001422547,0.000474182,,,nM treatment:,84,28,9.333333333,3.111111111,1.037037037,0.345679012,0.115226337,0.038408779,0.012802926,0.004267642,0.001422547,0.000474182,,,nM treatment:,84,28,9.333333333,3.111111111,1.037037037,0.345679012,0.115226337,0.038408779,0.012802926,0.004267642,0.001422547,0.000474182,,,nM treatment:,84,28,9.333333333,3.111111111,1.037037037,0.345679012,0.115226337,0.038408779,0.012802926,0.004267642,0.001422547,0.000474182,,,nM treatment:,84,28,9.333333333,3.111111111,1.037037037,0.345679012,0.115226337,0.038408779,0.012802926,0.004267642,0.001422547,0.000474182
,,1,2,3,4,5,6,7,8,9,10,11,12,,,,1,2,3,4,5,6,7,8,9,10,11,12,,,,1,2,3,4,5,6,7,8,9,10,11,12,,,,1,2,3,4,5,6,7,8,9,10,11,12,,,,1,2,3,4,5,6,7,8,9,10,11,12,,,,1,2,3,4,5,6,7,8,9,10,11,12
IL2-060 monomeric 4 hr,,24976.48438,22605.16406,23868.37891,23857.75195,22202.85742,23044.83008,20815.37305,20280.77148,11693.16016,4866.611816,2237.188232,1559.456787,,Cterm monomericWT 4hr,,20703.86328,19901.36133,19802.46875,20312.08594,19029.85938,21180.66602,20292.95117,16376.36328,12264.15137,4854.015625,2435.062012,1795.959961,,Cterm monomeric V91K 4hr,,12921.56836,13503.48242,14906.05762,13910.68262,11692.68457,6995.649414,4730.808105,3016.112305,1456.666016,1321.330811,1753.376709,1116.73999,,IL2-109 monomeric 4 hr,,21705.73828,16966.99219,20164.87305,15945.69824,14475.43359,12184.97266,7228.078125,2804.359863,2594.41626,1649.402344,1598.512695,2187.781982,,IL2-110 monomeric 4 hr,,23817,28564.14844,18744.0918,15441.77246,8026.178223,4573.263672,3389.55957,3074.803955,1828.666016,2654.381592,2768.627686,2729.102783,,Cterm monomeric N88D 4hr,,25737.24609,20815.49609,21584.60156,16884.85938,9626.28125,5943.492188,5136.165039,3234.323242,3188.529053,3054.747559,2256.039307,2478.480469
IL2-060 monomeric 2 hr,,25248.83984,26283.12891,24134.69141,24868.78906,18272.28125,19835.92969,10694.55078,4860.901367,2074.030762,2532.961426,1865.943848,1593.27124,,Cterm monomeric WT 2hr,,18344.01953,15623.76953,18560.89648,15855.12402,16591.56445,12949.24707,7064.424805,3658.385742,1425.410645,1377.424438,1110.008057,1368.503662,,Cterm monomeric V91K 2hr,,14029.12402,13084.53125,9848.226563,11206.10352,2251.198242,2986.49292,1744.347412,1129.375,977.9705811,1143.827881,1292.702393,769.2420654,,IL2-109 monomeric 2 hr,,18480.47461,17201.61719,13944.27344,10729.13379,5914.983887,3021.518311,1717.97583,2022.970093,1932.356689,1502.400879,2085.572754,1333.983887,,IL2-110 monomeric 2 hr,,29961.76563,21455.2207,8252.259766,5497.244141,3302.48291,2557.033936,2449.469971,2689.890137,2097.947021,2455.536133,2272.041992,2145.000977,,Cterm monomeric N88D 2hr,,19178.85938,16790.89844,6531.35791,3651.85498,3690.973389,3058.698242,2671.482178,2218.350098,2890.414551,2688.924805,1960.457031,2633.491455
IL2-060 monomeric 1 hr,,30456.68164,28097.26563,28885,29862.24414,23145.82031,22398.35547,6254.201172,3191.943848,2888.688232,1991.233154,1712.448242,1408.065674,,Cterm monomeric WT 1hr,,19794.38672,14818.85547,16591.82031,14762.66211,13250.19238,7561.283203,4469.958496,2171.104492,1370.043457,1370.68689,1110.944092,1286.563477,,Cterm monomeric V91K 1hr,,14721.52148,13059.03418,9282.880859,2481.623535,1880.238525,1569.208252,1524.089111,1299.427979,1195.070923,1195.334229,1364.751953,847.1516113,,IL2-109 monomeric 1 hr,,20274.98438,18152.60938,16708.41602,6908.375488,2789.510986,1710.732178,1999.083496,1778.711914,1488.238892,1505.115479,1956.985596,1479.611572,,IL2-110 monomeric 1 hr,,31135,27430.83594,4076.204834,4720.666992,3160.767578,2988.073486,3157.498535,2740.31665,3108.777832,3308.870117,2230.171875,2463.798828,,Cterm monomeric N88D 1hr,,22952.4375,22136.03125,4710.250977,5294.643066,2850.779541,2368.648438,2425.198242,2620.570801,2210.691406,2549.906738,2053.793213,2818.993408
IL2-060 monomeric 30 min,,24408.9375,26693.33203,28465.5293,29092.75977,19882.47852,22847.35352,8546.109375,7407.752441,2347.62207,2022.033691,1942.451538,1770.733032,,Cterm monomeric WT 30min,,19078.25586,19316.20898,15942,15387.37012,11346.07617,10590.26172,3080.602783,1500.561035,1508.35144,1203.28186,1086.384521,978.137085,,Cterm monomeric V91K 30min,,20646.99219,18657.94727,4261.030762,2416.70459,1780.353394,2554.286621,1446.355103,1843.79187,1330.038208,1954.106567,1202.766602,1255.92749,,IL2-109 monomeric 30 min,,20933.92969,19481.00391,13439.36426,10540.88477,2981.470215,1852.228394,2790.226074,1899.894287,2380.646729,1868.722412,2449.65625,1472.269043,,IL2-110 monomeric 30 min,,36543.86328,26934.99609,4473.96582,3532.062012,3221.376465,3094.045166,2605.70752,2511.900146,2642.80542,2694.886963,2373.201172,2187.244385,,Cterm monomeric N88D 30min,,26115.20898,19584.91016,2198.099854,2093.994629,2047.283203,2422.316406,2955.825195,3425.285645,2384.924316,2239.027832,2259.710449,1925.676025
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Mem Treg,,,,,,,,,,,,,,,Mem Treg,,,,,,,,,,,,,,,Mem Treg,,,,,,,,,,,,,,,Mem Treg,,,,,,,,,,,,,,,Mem Treg,,,,,,,,,,,,,,,Mem Treg,,,,,,,,,,,,
,nM treatment:,84,28,9.333333333,3.111111111,1.037037037,0.345679012,0.115226337,0.038408779,0.012802926,0.004267642,0.001422547,0.000474182,,,nM treatment:,84,28,9.333333333,3.111111111,1.037037037,0.345679012,0.115226337,0.038408779,0.012802926,0.004267642,0.001422547,0.000474182,,,nM treatment:,84,28,9.333333333,3.111111111,1.037037037,0.345679012,0.115226337,0.038408779,0.012802926,0.004267642,0.001422547,0.000474182,,,nM treatment:,84,28,9.333333333,3.111111111,1.037037037,0.345679012,0.115226337,0.038408779,0.012802926,0.004267642,0.001422547,0.000474182,,,nM treatment:,84,28,9.333333333,3.111111111,1.037037037,0.345679012,0.115226337,0.038408779,0.012802926,0.004267642,0.001422547,0.000474182,,,nM treatment:,84,28,9.333333333,3.111111111,1.037037037,0.345679012,0.115226337,0.038408779,0.012802926,0.004267642,0.001422547,0.000474182
,,1,2,3,4,5,6,7,8,9,10,11,12,,,,1,2,3,4,5,6,7,8,9,10,11,12,,,,1,2,3,4,5,6,7,8,9,10,11,12,,,,1,2,3,4,5,6,7,8,9,10,11,12,,,,1,2,3,4,5,6,7,8,9,10,11,12,,,,1,2,3,4,5,6,7,8,9,10,11,12
IL2-060 monomeric 4 hr,,38239.48438,38577.16797,36508.74609,37223.59766,33399.00391,35100.97656,29346.57031,32827.75781,21249.42188,10093.3291,3761.96582,2380.794434,,Cterm monomericWT 4hr,,29324.80859,32023.66406,28275.82617,27860.12891,26202.63477,27454.91406,26002.76953,22291.73047,14549.93945,4535.389648,3324.802246,2169.930908,,Cterm monomeric V91K 4hr,,18645.63281,21408.60547,22246.58984,18063.91797,14321.77051,13137.94727,5910.702637,3792.559326,2062.623047,1988.946777,2046.722412,1592.228027,,IL2-109 monomeric 4 hr,,31858.55859,26980.96289,28114.58594,24062.60938,22103.32422,19438.48633,12346.26758,4994.445801,3332.480957,2483.145752,2021.689819,2007.004883,,IL2-110 monomeric 4 hr,,31999.00586,34146.96484,27734.71484,21354.96484,13888.97461,6934.114746,3270.355469,2877.889404,2459.501465,2334.235596,2877.445801,2885.815918,,Cterm monomeric N88D 4hr,,37290.60156,33455.12891,32255.88672,18470.625,15197.81934,5613.022949,4897.140625,3402.821289,2995.104004,2666.503662,2253.486816,2418.441406
IL2-060 monomeric 2 hr,,39663.86328,40490.80469,38818.70313,39892.26563,32116.93555,32209.07813,21044.04688,5870.375,2728.631592,2978.823242,2981.811035,2357.145508,,Cterm monomeric WT 2hr,,27174.0293,26692.95117,30756.49219,23450.80859,24338.79297,21826.9375,15977.62109,5348.349609,2040.942871,1857.171387,2068.878174,1617.696533,,Cterm monomeric V91K 2hr,,24084.74609,22389.11523,19077.14063,14476.04395,3142.468262,5160.388184,2377.278809,1946.486084,1747.914917,1614.548706,1622.813721,1382.931641,,IL2-109 monomeric 2 hr,,28369.14844,26317.42188,25218.00977,19249.71875,13433.70703,5447.03418,3160.015625,2883.108398,2155.4375,2024.226929,2465.783936,1898.019531,,IL2-110 monomeric 2 hr,,38934.38281,33443.17188,13493.23438,7043.634766,3667.429199,2778.401123,2824.876709,2618.463867,2631.194092,2615.263916,2612.369629,2478.185791,,Cterm monomeric N88D 2hr,,37353.44141,31884.54883,14522.63184,4651.694824,3583.321289,2948.67334,2262.092773,2177.981934,2623.17334,2736.259277,2129.779541,2478.84082
