kfwd_log____0,endo_log____0,kRec_log____0,kDeg_log____0,k27rev_log____0,k33rev_log____0,kfwd__0,endo__0,activeEndo__0,kRec__0,kDeg__0,sortF__0,k27rev__0,k33rev__0,Y_int,Y_cross,logp
-9.40381627591175,-2.42532361368141,-2.4509335539759074,-4.80422777494925,1.5507694839524875,1.5428703428967907,8.240896932742192e-05,0.0884494909447317,1.0,0.08621306437032365,0.00819502697664939,0.1,4.7150969784905366,4.677998478409658,5.663648789193486,6.276451421039896,-550.5214472699722
-9.37768953100419,-2.364484222304206,-2.1467359588587844,-4.391844260462782,1.5780900952502541,1.5723100282731173,8.459042046783456e-05,0.0939977698208014,1.0,0.11686498804148815,0.012377880122153148,0.1,4.845692157238078,4.817764521574208,5.670648137511753,6.287677361096938,-551.0184852216838
-9.654587560870096,-2.411816276064513,-2.2422110507536837,-5.1181742290786785,1.371471586474104,1.3058818068627702,6.413068772953692e-05,0.08965231325682432,1.0,0.106223379255489,0.005986943710252598,0.1,3.94114616754807,3.6909423574199365,5.696013297295771,6.294440841890975,-555.830194915666
-9.625695721488995,-2.379225916922906,-2.2398095388076134,-5.123981440698527,1.2830243992498949,1.3787380498322264,6.601056707946714e-05,0.09262224708169174,1.0,0.10647878252397511,0.00595227701700702,0.1,3.6075338658682607,3.969888663439732,5.707297550486831,6.286937642530675,-555.4347828768857
-9.109102543557585,-2.2972787169175635,-2.271567823049843,-4.064107478456716,1.988600830538718,1.8668636705508597,0.00011065397770769535,0.10053204798255784,1.0,0.10315033177374423,0.017178314449283902,0.1,7.305305248257289,6.467978842145849,5.68297727326733,6.2957184562291815,-554.1237696376362
-8.633817842528417,-2.3097152751609475,-2.2962663210758145,-4.312892982326384,2.4001918960173674,2.2572983563338798,0.00017798383212990556,0.0992895177273692,1.0,0.10063387774721555,0.013394742733535305,0.1,11.025291887259941,9.557234016043346,5.758050499372888,6.282780089546204,-554.4157621901095
-9.87826089484168,-2.418578478063419,-2.377666073962722,-4.844274289887799,1.0650146870423103,0.877084482232619,5.1277377121241994e-05,0.08904811137487818,1.0,0.09276683598042974,0.007873329136794498,0.1,2.9008815891173985,2.403880922154669,5.693816798388261,6.290385232566127,-553.1415995205311
-9.862774638813411,-2.441804736708173,-2.46812141158778,-4.525043239712099,1.0763332514967283,0.9250219572601147,5.207765235164353e-05,0.0870036909331769,1.0,0.08474390848501756,0.010834245956631787,0.1,2.9339019232298784,2.5219236342834432,5.679863809997439,6.285804205367022,-552.9733827110581
-8.508695808927152,-2.412267612870791,-2.4587968374903046,-4.447206090461667,2.433089448918966,2.4825099168408213,0.00020170671754418215,0.08961185899801827,1.0,0.08553780495996911,0.011711241453568633,0.1,11.394029030362505,11.97127364308802,5.711468213169885,6.2598192871167155,-552.3747580845231
-9.982896419215997,-2.3853862689234213,-2.158578791371944,-4.757453011527905,0.9390583361145176,0.7163958640142175,4.618310962676852e-05,0.09205341533740302,1.0,0.11548913861910674,0.008587453712690499,0.1,2.5575719109312227,2.047042081297416,5.700688818627443,6.299082777867528,-554.2713448702546
-8.98547429097186,-2.4637822114412966,-2.391579688712746,-4.51913750193365,1.9657607001665542,2.0821779918209873,0.0001252155017620711,0.0851124282273618,1.0,0.09148505176706369,0.010898419481765913,0.1,7.140342184238858,8.021921581106712,5.696375920480573,6.265918808886424,-551.1477400427225
-8.937115651007263,-2.4579556388089427,-2.3887541480115217,-4.507057834967517,1.957528863930388,1.9813246094092056,0.00013141955389389676,0.0856097895211222,1.0,0.09174391204228548,0.011030867110645437,0.1,7.08180532020033,7.252343147496599,5.721833418285038,6.258947291690137,-551.1134119068897
-9.052312712783872,-2.303393446158221,-2.184461520289205,-4.634970484081791,2.0021281605820045,1.9566260428480675,0.00011711985886666705,0.09991919734652273,1.0,0.1125383169417503,0.009706393527239041,0.1,7.404797941501716,7.075414602327859,5.676470158064124,6.293742641942622,-550.6423650285535
-9.096580305195559,-2.342815930833603,-2.189434136598804,-4.7906756754400375,1.9372383773290425,1.9376854181227665,0.00011204832514758279,0.09605676781903152,1.0,0.1119800961306816,0.008306842755669935,0.1,6.939560037450027,6.942662997400428,5.683037316153124,6.290176562614547,-551.2608006992658
-9.66915538048567,-2.3668762430575434,-2.266879624601554,-4.356677779018228,1.240106636240383,1.250653958671716,6.320321546558495e-05,0.09377319390682694,1.0,0.10363505635379704,0.012820910873760867,0.1,3.4559819780388605,3.4926262440122833,5.672793583534853,6.287397601769793,-550.7795357978553
