kfwd_log____0,endo_log____0,activeEndo_log____0,kRec_log____0,kDeg_log____0,sortF_logodds____0,rxn_log____0,rxn_log____1,rxn_log____2,rxn_log____3,rxn_log____4,rxn_log____5,Rexpr_2Ra_log____0,Rexpr_2Rb_log____0,Rexpr_15Ra_log____0,Rexpr_gc_log____0,scales_log____0,kfwd__0,endo__0,activeEndo__0,kRec__0,kDeg__0,sortF__0,rxn__0,rxn__1,rxn__2,rxn__3,rxn__4,rxn__5,Rexpr_2Ra__0,Rexpr_2Rb__0,Rexpr_15Ra__0,Rexpr_gc__0,scales__0,Y_15,Y_int,Y_gc,logp
-6.377355151876807,-2.6624924026405825,1.0494711595504322,-2.202045012069845,-4.810264926089439,-1.994205476447521,2.4187279659805436,-2.714526591927615,2.4242423083743283,-3.3008401290192144,1.3544867533540355,1.5908735988929854,1.6410773336841453,-0.6071200963992078,-0.7032623472167702,0.5095560782153612,6.661010657434505,0.0016996122335044671,0.06977409969334337,2.8561402760935644,0.1105767961017721,0.008145701402979892,0.11981265351503166,11.231563293695606,0.06623630238619772,11.293669058163678,0.03685219379472032,3.8747717325999296,4.908034709716259,5.1607263427405705,0.5449179225973078,0.4949679097925831,1.6645520999690009,781.3402055072178,0.30063992246740606,0.33868888795359203,0.22845546460822808,-729.580698130758
-6.377366293722895,-2.6609137318102674,1.0495538167175937,-2.204504971016281,-4.808950957247656,-1.994179261600145,2.4198298344177327,-2.7146151841534802,2.4265670243332815,-3.298810286090583,1.356583602784921,1.5833565952000608,1.6418339550259018,-0.6086895137960785,-0.7041292962085245,0.5077848451421902,6.663215918810903,0.0016995932967920466,0.06988433702057274,2.856376366314942,0.1103051160208598,0.008156411635732995,0.11981541809699042,11.243945819493579,0.06623043462465912,11.319954171732096,0.036927073931446626,3.882905069713853,4.871279312977696,5.164632535998695,0.5440633896645403,0.49453898381757355,1.6616063997684496,783.0651661797573,0.30116871854522914,0.33840729834841116,0.2284057134948049,-729.3642755682682
-6.378658121836935,-2.664135536040424,1.0548385267387148,-2.2029298280987923,-4.804793678877342,-1.9889877226333217,2.4173346103295215,-2.719523412373957,2.443096193940246,-3.297698870550392,1.3513957279325832,1.5881808041878243,1.6338985911989476,-0.6112009496945779,-0.7069443539409133,0.5097682402370097,6.659171660010289,0.00169739913193588,0.06965954567923029,2.8715114441462863,0.11047899925264189,0.008190390690662437,0.12036399767729392,11.215924629151457,0.06590615700167622,11.508618551494749,0.03696813807070206,3.8628132062480325,4.894836158307244,5.123811476978862,0.5426987236895179,0.4931487856892633,1.6649052921733307,779.9046432840473,0.3012702273574669,0.338093415152934,0.22876865259164825,-730.2767735321826
-6.377631521441413,-2.6644312834894754,1.0565028850183242,-2.202364472383494,-4.8039970644185415,-1.9889959518292635,2.41954205579715,-2.7232625507472754,2.4345976179055264,-3.300611455074575,1.3488134266489304,1.58763127153717,1.636116887442031,-0.6111476851432345,-0.707043374819763,0.5102712295290609,6.6486497718247195,0.0016991425773138222,0.06963894709243346,2.876294647371132,0.11054147684565785,0.008196917873788895,0.12036312640150451,11.240710517823391,0.06566018490941888,11.41122611637429,0.036860621894850704,3.8528511268280914,4.892147024969611,5.135190224779179,0.5427276310634123,0.49309995608071594,1.6657429323519333,771.7415944862361,0.300469819252033,0.3382112257056203,0.22881878340733852,-730.2265698999068
-6.376951292286489,-2.6648083098775666,1.0554768980318228,-2.205617861845069,-4.802596575409223,-1.9900781745917608,2.4208561449852146,-2.722263388019609,2.4331403213751885,-3.2985127420761797,1.3456989801998127,1.586196875906466,1.636840067005543,-0.6113602230288898,-0.7075883669175433,0.5099855672982858,6.64684727788847,0.0017002987768290102,0.06961269632066852,2.873345119840751,0.11018242675141601,0.008208405609527604,0.12024859222064556,11.255491523633966,0.06572582290493068,11.394608687349715,0.036938062996048474,3.8408702948312787,4.885134781020575,5.1389052325514255,0.5426122931374929,0.4928312937173184,1.665267160468244,770.351787877104,0.30095851085864267,0.3381147850587564,0.22880423487611026,-730.1646684005179
-6.381936672820713,-2.6662573859628544,1.0587269834497508,-2.2057164962857048,-4.804291040296831,-1.9890095000029187,2.4274232049141236,-2.7293728593637514,2.45248538606994,-3.3051623753234023,1.3498351267422708,1.575337038789583,1.6385794308204487,-0.611353340103204,-0.7051766115961142,0.5056872656656206,6.646081762574882,0.0016918432349643936,0.06951189527902592,2.882698929021098,0.11017155950533666,0.008194508531819245,0.12036169198455912,11.329650246873273,0.06526020416317592,11.617184055845984,0.036693253273770855,3.856789596808967,4.832370039823262,5.147851436457356,0.5426160279104358,0.4940213166577673,1.6581247011325357,769.7622974473974,0.301006275473859,0.3375065015911418,0.22850326221367062,-729.8126508439423
-6.382507533090372,-2.6683326225117696,1.0576176112572735,-2.206709195657959,-4.803110940362705,-1.9799602475245455,2.4200262451339416,-2.72902632308008,2.460653616161773,-3.3118798777675544,1.3319050972066042,1.5784643152591085,1.6409035292491068,-0.6114535865244372,-0.7021868845141942,0.5075484300325359,6.669861777272309,0.0016908777044967736,0.06936779123006977,2.879502716212563,0.11006224653381141,0.008204184579026236,0.12132307559236769,11.246154467839,0.0652828231107149,11.712464494748899,0.03644759229312303,3.7882535085744826,4.847505851539248,5.15982946355723,0.5425616353219108,0.4955005156660779,1.6612136173409258,788.2866378026918,0.3036214650199859,0.33640490910682574,0.22862700299072206,-730.0537905922004
-6.38443649112294,-2.663507476258707,1.0656260920747211,-2.198781297773402,-4.805740978330201,-1.9794501320466327,2.41734099219885,-2.7317058688442373,2.431150941496963,-3.319848200645085,1.3460181325108942,1.5757046249590656,1.6360306075092534,-0.6111476846122914,-0.705196578399851,0.5081260341561111,6.670400926540535,0.001687619216120629,0.0697033097800813,2.9026557450280714,0.11093827673595202,0.008182635611813382,0.1213774663395049,11.215996207945244,0.06510812895359555,11.371963014997906,0.036158320147141765,3.8420963130953125,4.834146678729662,5.134747180024995,0.5427276313515698,0.4940114527295717,1.6621734183422647,788.7117565575504,0.30204933324295935,0.33692188769052805,0.22866751550318892,-730.4964952114491
-6.384767426085958,-2.6631822636824576,1.0620563682720288,-2.1986724512308973,-4.804467756770725,-1.9794818478914544,2.424152825574739,-2.7309180590158917,2.4317308289214705,-3.3201080204251308,1.347341297175446,1.5702531174403571,1.6330284580073038,-0.6098154627585085,-0.705039083495666,0.507984824782391,6.668998756387148,0.0016870608163198585,0.06972598185945085,2.8923125379039165,0.11095035264100447,0.008193060555110642,0.12137408404457922,11.292658514252542,0.0651594419872926,11.378559385733638,0.036148926720706145,3.8471834039618535,4.807864994252898,5.11935501768277,0.5434511467972434,0.49408926314319657,1.6619387204460079,787.6066234462771,0.303407200340469,0.33680882581082816,0.22851724968317738,-730.5370738687109
-6.379136845377759,-2.6632450626632065,1.0638589494994652,-2.1962200025695293,-4.801315734213345,-1.9807705849390909,2.420932984978942,-2.730779883553732,2.4276181231504874,-3.3201350623737405,1.3436976405741299,1.5693425870899549,1.639304697147647,-0.609569973919718,-0.7044639582874321,0.5055246024095221,6.66248301601044,0.00169658674148398,0.06972160327634506,2.89753086800757,0.11122278661343644,0.00821892600962741,0.12123671705965963,11.256356428761269,0.06516844604535887,11.331858817556371,0.0361479491965046,3.8331910958189264,4.803489279667775,5.151586354002886,0.5435845743650293,0.49437350806392255,1.6578550071048812,782.491465785512,0.30282980505686,0.33666171629450076,0.22837170302390963,-729.9902727265986
