kfwd_log____0,endo_log____0,activeEndo_log____0,kRec_log____0,kDeg_log____0,sortF_logodds____0,rxn_log____0,rxn_log____1,rxn_log____2,rxn_log____3,rxn_log____4,rxn_log____5,Rexpr_2Ra_log____0,Rexpr_2Rb_log____0,Rexpr_15Ra_log____0,Rexpr_gc_log____0,kfwd__0,endo__0,activeEndo__0,kRec__0,kDeg__0,sortF__0,rxn__0,rxn__1,rxn__2,rxn__3,rxn__4,rxn__5,Rexpr_2Ra__0,Rexpr_2Rb__0,Rexpr_15Ra__0,Rexpr_gc__0,Y_15,Y_int,Y_gc,logp
-5.768720361049432,-2.482005422932648,1.0433050671778554,-2.1258268392534654,-4.938895315309368,-1.3014278951709402,2.692828509500852,-2.163557739384784,2.776844081842599,-3.0481974717373155,1.6340660754620688,2.761781269554799,2.0189889860644903,-0.6319543083234394,0.0540956254162495,0.4719334974030664,0.00312375223275009,0.08357545329057779,2.83858323611482,0.11933425721510868,0.007162506314691344,0.21392480262086272,14.773403591483948,0.11491555331251324,16.06823082403044,0.04744436717422757,5.12466970663643,15.828011808192903,7.530707433451874,0.5315519688244927,1.0555855381354518,1.6030907704822273,0.27627232602458324,0.3570405099433262,0.2238406309410623,-742.2366738972495
-5.459247788803067,-2.550059081599823,0.8756442852810521,-2.1076978127006956,-5.083056988981851,-1.431813723575366,3.4507517488473356,-2.1063333984783075,2.859857228358281,-2.980155247522932,1.3778309766544794,3.167907497303428,1.718868798542853,-1.1720245673715985,-0.3873222338135337,-0.09927298280435447,0.004256756520751982,0.07807705294768359,2.400421352007819,0.12151740047122632,0.006200923856109912,0.19281624238714157,31.524081595438016,0.12168331370214383,17.45903410366949,0.050784949015325806,3.966289316596763,23.75771921621762,5.57821480922094,0.30973921813127714,0.6788723040661817,0.9054954895838153,0.26013692816904044,0.36261429619963575,0.2240081709155541,-740.1286827581378
-5.451456815356927,-2.490658177160894,0.9384951495406337,-2.083636985363429,-5.055311895514108,-1.4444113172498358,3.47618165826915,-2.082848062625486,2.941824532078276,-2.950421195950521,1.4046366057971715,3.270767364894964,1.646884065202573,-1.1316040117939348,-0.28612983034672296,-0.03235600110314092,0.004290050324935042,0.08285541508300481,2.556131926297311,0.12447666811191246,0.0063753780004062325,0.19086316017136912,32.33601609065256,0.12457490933300044,18.950390384440535,0.05231766531827338,4.074045987541232,26.33153749010067,5.190780468725885,0.3225155226056969,0.7511650855923145,0.9681618540330014,0.2736511817939028,0.35121341983843674,0.22456754160270567,-740.0452193825702
-5.42197602787143,-2.499343805715519,0.9264413393060893,-2.1022915741606387,-5.079656539154353,-1.4313331341336637,3.503803632664042,-2.0648988175867986,2.904732008011261,-2.952152241287734,1.4321331363235499,3.164408532512553,1.694736886267694,-1.1928769202958627,-0.3812529772041433,-0.06990853423733469,0.004418407120283255,0.08213888000723193,2.5255057490045343,0.12217613154919557,0.006222045678061921,0.1928910514760708,33.24165082836859,0.12683112299787,18.260349369081652,0.05222717940787217,4.187622440824304,23.67473705366195,5.445213066380288,0.303347301500791,0.6830050830464346,0.932479105918106,0.2679046506102758,0.3529530629636555,0.2261987339060607,-739.5969741438145
-5.565987773484916,-2.4967564438824166,0.9853328978651089,-2.2408494563338293,-5.108002978400118,-1.4164478632735091,2.9718735737456923,-2.0022748186460104,2.490839750417358,-2.9187265129170856,1.404619781801003,2.899321284202533,1.8486461578641724,-0.8850884117862711,-0.31923828752975386,0.1837762024355759,0.003825799654762903,0.08235167818460383,2.678703470675883,0.10636811092649885,0.006048149155829762,0.19521905061026965,19.528473377248954,0.13502776991197532,12.07140883598133,0.054002414907038276,4.073977446383718,18.161814474935166,6.351215156746635,0.41267768609474303,0.7267023645619575,1.2017468449821394,0.2968548727259389,0.3517474077578906,0.2248647492634967,-740.0424443720625
-5.683724592929259,-2.550237205385799,0.9658800965133149,-2.112094858388646,-4.9959569107100466,-1.2726006747700538,3.391751050601338,-2.1564435918362976,2.8691435988474328,-2.977372556524665,1.2532633716732762,3.0590132216694395,2.1120640887001896,-0.7815358649832473,-0.1079229028619274,0.29497638294242723,0.0034008679758372176,0.07806314680595877,2.6270987397782344,0.12098425589897957,0.006765244265892564,0.21881238451139182,29.71794436103721,0.11573599442367187,17.62192030297403,0.05092646464161059,3.501751849401627,21.30652197101784,8.26528396901402,0.4577025019503328,0.8976968036169783,1.343094638368308,0.263530364265878,0.3552901161971268,0.22392309883650177,-738.9820383973893
-5.461235712797818,-2.570916503110407,0.9476473140815479,-1.98778802849903,-4.838696850964331,-1.2691058873699184,2.866180992918067,-2.0629102504505195,2.8243785131309602,-2.901718160133147,1.3225220206480857,2.906450233642371,1.7293037292835745,-0.88885964186215,-0.40776685328135764,0.20389544582870442,0.0042483028177680415,0.0764654324927413,2.5796334471233187,0.13699812649054305,0.007917364838242453,0.21941034784500243,17.56979075517988,0.1270835861376774,16.850469385741786,0.05492876252313005,3.752874278464309,18.291751739854035,5.636727853247628,0.41112431449517267,0.6651339345406294,1.226169945571466,0.3138349212012042,0.3438594580563502,0.2248833576470086,-743.1664991261575
-5.532717295588542,-2.4417866598399995,0.9821971065767077,-2.2064671231003867,-5.2616355202445275,-1.3169712990699005,3.2205440789848354,-2.0834938733532047,3.4198973143551976,-3.159076150353777,1.7296733166641642,2.7637443402414155,1.9437179989151332,-1.044625133603899,-0.2935548826187757,0.03976377141397317,0.003955226953009549,0.08700526370164383,2.670316772008967,0.11008889280835782,0.00518681463740375,0.21132263172298169,25.041741160666703,0.12449448349287905,30.566276142119204,0.04246495419712228,5.638811501751386,15.859113831948536,6.984671756063138,0.35182368153673726,0.7456083008050265,1.040564933973266,0.2660234279566917,0.3532628433674498,0.22360198335865708,-744.7401407552073
-5.310454480916953,-2.458035294847783,0.9656994369565453,-2.2055760166127083,-5.15231011038552,-1.2549831161026779,3.178833493140773,-2.0915958061033333,3.286339591511686,-3.1906140116678836,1.666319113547647,2.810753068585622,1.596243143495378,-1.0139497581264392,-0.4155882481526475,0.06097794059232453,0.004939681216600998,0.08560297045599649,2.6266241721531953,0.11018703745713283,0.005786022924424323,0.22183872966646528,24.01871920341282,0.12348991253812397,26.744787418973853,0.04114659868944461,5.2926502536714475,16.62243133743394,4.934459502060766,0.36278323997575673,0.6599519509830583,1.06287546752534,0.28992754307159324,0.34472892134813277,0.22504844764018525,-743.7974064584668
-5.380568305342067,-2.5372218638729187,0.9731174131145264,-2.1163985211334455,-5.121991336174564,-1.5066963514126765,2.642445982365007,-2.1872567842204,3.0570544689846413,-2.904809803601197,1.632433078357978,3.1023255745818714,1.185193114238562,-1.3304843160201234,-0.42669975592145587,-0.24604235757843493,0.004605204024130044,0.07908580601420882,2.646180853458347,0.12046469926434032,0.005964134465293718,0.1814289098649769,14.047521610139832,0.11222418189325209,21.264828610724557,0.05475920461462401,5.116307965054139,22.24963434582869,3.271318498652021,0.26434920173836984,0.6526594799575213,0.7818891052949436,0.2616399452139617,0.35986680148893685,0.22602693279896668,-740.0105846204999
