kfwd_log____0,endo_log____0,activeEndo_log____0,kRec_log____0,kDeg_log____0,sortF_logodds____0,k27rev_log____0,k33rev_log____0,scales_log____0,scales_log____1,kfwd__0,endo__0,activeEndo__0,kRec__0,kDeg__0,sortF__0,k27rev__0,k33rev__0,scales__0,scales__1,Y_int,Y_cross,logp
-2.9409598102292214,-2.3913791808503655,-0.0025908125775946367,-2.2318966555566426,-4.51470087019314,-2.181537352965819,-4.05928549925952,4.81748967943408,-0.07001286388409236,3.528754315405063,0.05281501201424085,0.0915033970783614,0.9974125406807983,0.1073246790251984,0.010946879174977808,0.10142073601971396,0.017261347956235212,123.65428893233322,0.9323818257770662,34.08148637858256,0.2696982574533072,0.2856861975404167,-22.868058401997416
-3.14790756159677,-2.354999374236343,-0.17143196225779328,-2.341269758696068,-4.118021370691512,-1.8422978314153136,-3.9865246927462508,4.046806335307069,0.2049464566125762,3.2943972847334972,0.04294188617812222,0.09489356591554936,0.8424575849821309,0.09620540299522784,0.01627668813373504,0.13677975868521994,0.018564118157580575,57.21444121457053,1.2274593408726129,26.961159269589338,0.2392108545952897,0.4420440556680369,-23.304332566256317
-2.502117953803977,-2.266346002578223,0.007449925120594343,-2.259888458597484,-5.113025230688921,-1.9812548755425383,-3.562211250703849,3.6607728506107726,1.2404390551121767,3.67761243336081,0.08191133036440833,0.10369037306005029,1.0074777448548133,0.10436212480334937,0.006017849973643793,0.12118513098901873,0.028376008819459883,38.89138849279895,3.457131002637089,39.551848576469766,0.2613909461899378,0.38769786288554164,-23.468850266999915
-2.884629992851069,-2.3397777347666042,-0.18122804191882821,-2.3247700545053105,-4.1602780836654585,-1.8709026332542935,-4.230794545752834,3.7175351251604143,0.9062113493418695,3.2894961462447183,0.055875460031794874,0.09634905089504407,0.834245094150425,0.09780593149910946,0.015603218316481978,0.1334373148887458,0.014540832600579527,41.16280779201286,2.4749281105140897,26.829342184951038,0.26822563586771386,0.3986827511478991,-21.72261411609129
-2.8585851789204786,-2.359419513861488,0.05868765273231807,-2.2754022554513127,-4.758024462062693,-1.8036134193468172,-4.143498215800646,3.828319207332279,0.7807397410718213,3.7435557145872744,0.05734984265970392,0.09447504873825706,1.060443962231751,0.10275556613413067,0.008582547809547907,0.14141177472918479,0.01586724724833585,45.985181686064685,2.183086587146427,42.24794504310402,0.25891176452175,0.42723608840316546,-20.07779172216713
-3.4312408709330264,-2.271658530142748,-0.08808842056082548,-2.311422956070965,-4.383867955105998,-2.217314318593479,-3.870985981727552,3.8510699261281784,0.4965372520445346,3.2800816295970954,0.032346777683251025,0.10314097573135299,0.915679908212717,0.09912010760376747,0.012477004671979269,0.09820639682046922,0.020837813589599383,47.04336924483393,1.6430220376893854,26.57794215803674,0.2878417486125354,0.5626251881382787,-21.820460657711187
-3.1068868532520986,-2.2773214735176337,-0.12776975976782315,-2.2241128981830682,-4.588306064537724,-1.7694891702265318,-4.3481507291299915,3.9952952557355035,0.33865199994839734,3.193337307680998,0.04474002101295371,0.10255854491900439,0.8800559801134917,0.10816332797263561,0.010170071234834195,0.14560586710801882,0.01293070285599657,54.34188300802954,1.4030549970336896,24.369620806819558,0.25080641609982474,0.41978224979397794,-19.910980774287932
-3.3623331348774586,-2.428802849902235,0.04934208177067552,-2.271153891252892,-4.820825175167908,-2.0645890782191088,-3.694014899078733,3.738101316190397,0.936086196536421,3.0236133618061176,0.0346543113681441,0.08814228899608874,1.0505796734325763,0.10319303781401568,0.008060133372306752,0.11258651583605883,0.024871942972224354,42.01813522628317,2.5499817353489314,20.565468067271127,0.3531998723859147,0.5368171631172288,-22.621680009244926
-2.7405459800415426,-2.2467814468237353,-0.03924662831099111,-2.1790763462278218,-4.6156265817085425,-1.803332071020719,-3.656928286633753,4.156690292278314,0.796296737342371,3.9833935783684464,0.0645351023947612,0.1057390040767552,0.9615135434404664,0.1131459901114044,0.009895980823385584,0.14144593793765753,0.02581167715261595,63.85981512503615,2.21731440776411,53.69895698716912,0.2937319541298912,0.3378913181512231,-20.678146456631232
-2.594690016280369,-2.2523304644465667,-0.07186217259101399,-2.1885058866149647,-4.702471533765219,-1.591331713142138,-3.405454451247492,3.8703858464044685,0.9458438473422982,3.7375507247287834,0.07466901866748447,0.1051538814091141,0.930659157312329,0.11208408991175088,0.009072825573518663,0.16919661671154376,0.03319173262969464,47.96088804733926,2.574985356600129,41.99500676754489,0.25147861346524836,0.3646988133653606,-20.54943412730899
-3.3443394505234116,-2.402766978205114,-0.11220780707914414,-2.1821590139664457,-4.805887041851794,-1.8439016536309119,-4.644513286913331,4.101926927352063,0.21898890739734184,3.28774935108794,0.03528351396844237,0.090467285645731,0.8938584880773496,0.11279773567008267,0.00818144051452219,0.13659050399123593,0.009614207881895378,60.456671043175774,1.2448174683453879,26.782517728236183,0.26963404798157675,0.4426003998873074,-21.21755837895527
-2.7729067867688393,-2.323896421355855,-0.15377264526084772,-2.2953207497174817,-4.906848904893268,-1.8047360281432672,-3.5667954201886563,3.4758577013505745,1.2901053088782315,3.0513588085927306,0.06248012412800637,0.0978914153384013,0.8574669480261277,0.100729079262511,0.007395756383943585,0.14127552862141202,0.028246226086029922,32.3255423111391,3.6331691405742856,21.144055636084655,0.3147152329531764,0.41476112206451815,-21.351539786649422
-2.776231859219159,-2.3899890835268334,-0.008522348172116303,-2.193063078026495,-4.449863345673247,-2.336861222810359,-4.103703941997832,3.399944137453108,1.513975295767883,3.7190641051451276,0.062272718199536975,0.09163068415594991,0.9915138640928732,0.11157446337466788,0.011680163006152336,0.08811579413421676,0.016511404714908008,29.96242622320552,4.544761703436434,41.22579304056316,0.3223484653832679,0.46399886582285665,-22.79669656109595
-2.886963465558593,-2.20393217682789,-0.17286008858079757,-2.393582860955688,-4.744084491302257,-1.5386665753535846,-3.6102387052064753,4.396629521068133,0.5032571085867564,3.317522768353357,0.05574522817612447,0.11036831624890005,0.8412553078351653,0.09130197487920921,0.008703026055711403,0.1767291990959642,0.027045390220306813,81.17680235496483,1.654100089851902,27.5919142640308,0.2802518158917254,0.34330783593364983,-23.512344517743482
-2.80289935858821,-2.150477996804198,-0.04602030481969349,-2.4334393115136455,-4.794692709661377,-1.58092650602852,-4.001713070929014,3.967279763903114,0.6635566721517973,4.002956228201253,0.060634007794269515,0.11642849202342676,0.9550225704327464,0.0877345665818702,0.008273540816345633,0.1706643061948875,0.018284289759514984,52.84059626308079,1.9416860084194787,54.759793433677416,0.24873560696262975,0.45018270581916253,-24.928409984747326
-2.806735046522465,-2.2675132570008834,-0.1234550636163611,-2.3426004817682986,-4.631232083155609,-2.260127338233567,-4.2970471344654655,4.276562035601406,0.8584813680177037,4.167574319420735,0.060401880131403476,0.10356941062421185,0.8838613578847722,0.09607746538943034,0.00974274782892916,0.09447947420655572,0.013608684355677475,71.99250638413255,2.3595746459296407,64.55866332867338,0.3440444399384369,0.32054447460597085,-23.2496066133149
-2.9190548818041546,-2.2860141311891,-0.14261702820126548,-2.38905334248822,-4.621680993206201,-2.2541240222977055,-4.521378862108944,3.424307698777879,0.974336013422418,3.2900164235436273,0.05398468510527316,0.10167090217335444,0.8670860748307115,0.09171646687645747,0.009836247490860288,0.09499432836373585,0.010874019553094857,30.701382887616422,2.6494074558311422,26.84330451446112,0.25079886688040204,0.48672765117731653,-21.322016740337755
-3.1422371268053597,-2.4710822278543114,-0.1668338087440285,-2.3519921120052913,-4.498900230606275,-1.7145069993626025,-3.4768744824549342,3.969003592281181,0.8756701445103672,3.0254641752690508,0.04318607702334209,0.084493368426854,0.8463402539998657,0.09517936527371623,0.011121220593218748,0.15258005061994592,0.030903850769988535,52.931762937707695,2.4004834258566006,20.60356615779553,0.33926743335360865,0.41332814484771635,-21.899311168124292
-2.9876583445073353,-2.3026307139947133,-0.014916212938358535,-2.2049297831409307,-4.634418764469663,-2.1939319641087347,-4.172951361053097,3.970925801766759,0.8135135721975864,3.821477064523325,0.05040533055550613,0.09999543800399543,0.9851944826958432,0.11025826702187921,0.00971175021246932,0.10029672572361625,0.015406722157742364,53.033606725704146,2.25582006537138,45.671618451374115,0.3096054762368261,0.3973963597097113,-20.029873348791167
