kfwd_log____0,k27rev_log____0,k33rev_log____0,endo_log____0,endo_log____1,sortF_logodds____0,kRec_kDeg_log____0,kRec_kDeg_log____1,scales_log____0,scales_log____1,kfwd__0,k27rev__0,k33rev__0,endo__0,endo__1,sortF__0,kRec_kDeg__0,kRec_kDeg__1,scales__0,scales__1,Y_int,Y_cross,logp
-9.683771398493457,-19.012800282943417,-0.6724900127416586,-2.2906079071028795,-2.225122376117911,-0.6830896813551299,-2.2056429809935136,-2.224813083047948,5.26848652959067,4.932760387009805,6.228615434687082e-05,5.5315361070403274e-09,0.5104360019304011,0.10120491996021133,0.10805419457283529,0.33557206696233366,0.11017965909744314,0.10808762015528114,194.12194219073132,138.76202104138767,113368344.38470434,7420.997281454991,-529.054627838935
-9.742400876561428,-18.96029641834193,-1.0383197175271957,-2.2455882079634333,-2.3707289226665402,-1.2678975995104538,-2.3229262906097703,-2.485133993275274,5.107206939119207,4.847775824039982,5.873933950955895e-05,5.829722604950854e-09,0.35404908490838455,0.10586525127201948,0.09341261088623225,0.2196173607976859,0.09798642889053108,0.08331439019610823,165.2082730980893,127.45658847090417,114876216.28069308,7253.623082127855,-530.1614799677541
-9.687788851050527,-19.147740827417657,-0.5177835637765893,-2.0663349250168492,-2.2776072236892584,-1.0298317531248755,-2.3139352249028358,-2.223121362745193,5.10984681683248,5.1188330289372574,6.203642465130671e-05,4.833278469368008e-09,0.5958397262454863,0.12664911060572737,0.10252924298390807,0.26311672363281335,0.09887140378305913,0.10827062893296034,165.64497890764102,167.1402079831229,114651652.88218565,7287.373598243376,-530.497420430124
-9.572065256775003,-19.22972868487112,-1.0120926852834542,-2.2686162706919095,-2.4185674671042396,-0.5529035627699511,-2.3391664266204075,-2.522727662276905,4.8967861519861975,4.669564841278433,6.964739520581342e-05,4.452817990620964e-09,0.3634575808348529,0.10345523512646629,0.08904909188539571,0.36519102297147965,0.09640796786111043,0.0802404391588583,133.85888552827143,106.65132208010296,114486599.44591458,7534.148850877799,-534.9519631777505
-9.790960170303467,-18.09681930032444,-0.9037083716847563,-2.2001595716504903,-2.1569070712547096,-0.804356122259634,-2.3597066075019377,-2.3079170217109213,4.696515092018409,5.147913894272695,5.5955145001460995e-05,1.3824557457960727e-08,0.40506474045121604,0.11078547873009603,0.11568236560117481,0.30909447404217305,0.09444792944565761,0.09946822607847068,109.56468352973826,172.07215493345132,115185669.431147,7532.783361661137,-533.5417177808208
-9.808443463822384,-16.682188260742695,-0.8185400836207447,-2.1349920037107073,-2.4547253623582903,-1.0781008308151723,-2.2013875294239185,-2.332959528416004,5.462589112527652,5.266756441787737,5.498536693696827e-05,5.688761052460999e-08,0.4410751174791347,0.1182455358983677,0.08588677994512049,0.253865585017035,0.11064952233174838,0.09700822323863229,235.70690672060982,193.78638454206236,117883553.37698507,7310.853509401682,-533.8862937221407
-9.687505340749109,-16.33164943822811,-0.5598910757807137,-2.3069808129378333,-2.287632200288304,-0.624401043499524,-2.232093931670151,-2.379033065701045,4.919889493043145,4.813720193009126,6.205401511017885e-05,8.077087145356233e-08,0.5712712857388177,0.09956139270927246,0.10150652465121782,0.3487811657145896,0.10730350851792313,0.0926401111177082,136.9874742810972,123.18905316964027,117298867.08013912,7419.763026698365,-532.1085095397169
-9.868976939793287,-11.61481071631998,-1.1085910546418902,-2.575214769015264,-2.42207489059404,-1.177845419687726,-2.3412054010050145,-2.278179519399213,5.409203458378161,5.2107561448759006,5.175565068530241e-05,9.031331790365021e-06,0.3300236189054989,0.07613746907327891,0.08873730611077914,0.23543981663399025,0.09621159475207292,0.10247058272511175,223.45352673889082,183.23255618330285,113404036.15008764,7266.778864762945,-529.6665587249821
-9.808719091785141,-7.803037326672978,-0.9528120462006704,-2.1486579344267183,-2.4069617537564136,-1.4275973334337668,-2.22579698976362,-2.419353298641925,4.872755941439856,5.124812691867635,5.4970213520746505e-05,0.00040849236806221487,0.3856550174939622,0.1166405921005599,0.09008859051355039,0.19347332358474595,0.10798132432109708,0.08897914178868564,130.68056907434803,168.1426442174154,113592378.97925995,7214.682755194058,-528.5651927909649
-9.698686661748999,-8.41808665156642,-0.9758892964871474,-2.200936801851025,-2.3407697369988347,-0.9586748330898174,-2.292128641341622,-2.3921956255049017,5.065208723180532,4.900742094181139,6.136403388721971e-05,0.00022083678657656665,0.3768570668349059,0.11069940636360055,0.09625351981284039,0.2771435938010392,0.10105113113889978,0.09142872010789974,158.41350319347623,134.38947233511877,113471207.0445386,7309.147709014441,-526.0414342760521
