kfwd_log____0,rxn_log____0,rxn_log____1,rxn_log____2,rxn_log____3,rxn_log____4,rxn_log____5,Rexpr_2Ra_2Rb_log____0,Rexpr_2Ra_2Rb_log____1,Rexpr_15Ra_log____0,scales_log____0,kfwd__0,rxn__0,rxn__1,rxn__2,rxn__3,rxn__4,rxn__5,Rexpr_2Ra_2Rb__0,Rexpr_2Ra_2Rb__1,Rexpr_15Ra__0,scales__0,Y_15,logp
-8.28615609824841,0.8619659385383215,-0.04302710546035659,-0.2658178229532394,1.160674834670689,0.10228558975375063,0.2577177224476511,-1.408430472275577,-0.6558965984328573,-0.1200747034539989,7.2657166722364135,0.0002519811944972343,2.367811092086713,0.9578854257897105,0.7665787678370348,3.192086680202239,1.1076997742651638,1.2939735073926122,0.24452677367585682,0.5189765403722023,0.8868541831718276,1430.410395923449,0.7705706501934156,-365.14274399413625
-8.232312942104224,-0.18008764754416895,0.38378765092863043,-0.8463252229449952,1.2522629333544857,-0.14508226568954102,0.22845744806252483,-0.33745602713158424,-0.528288561008116,-0.2769339501572594,7.242449618793427,0.0002659205595475823,0.8351970052367419,1.467833715459371,0.42898847597459955,3.4982503144954875,0.8649511343823313,1.256660050674281,0.7135833523234709,0.5896131936851257,0.7581045681444051,1397.5131557973539,0.7800081994945154,-366.71155405550974
-8.259611595878201,0.4816480442651715,0.21746464922405281,-0.057677972236340525,1.5125882620266213,0.3205704450965975,-0.5234981019437355,-1.619318255116532,0.3290440640130001,-0.2779367138416533,7.917148847562616,0.0002587594749532788,1.6187399602190113,1.242921490491966,0.9439538778534386,4.538462335335753,1.3779135642230482,0.5924444877379291,0.19803366150890409,1.3896390873133517,0.7573447494374684,2743.936501053735,0.7682921387143506,-367.8517343076726
-8.182394338050484,1.035812018433842,0.15610706186511117,-0.3818332656821626,1.6192501356352673,0.16495227998613438,-0.4287848970055718,-1.3234478879329539,0.2426935713356964,-0.12297075028207446,8.067035668294837,0.0002795318444995036,2.8173930821357183,1.1689513465020867,0.6826088580398357,5.049302604516329,1.1793368393982482,0.6513000106970877,0.26621583540145183,1.2746779664004937,0.8842895274017903,3187.6385917776274,0.7715935177499105,-370.0810548481219
-9.536413059193164,-0.021999727755570964,-0.531664641628278,-0.7654905268174191,0.3412790027726233,0.06060840871024928,-0.4027457831958162,-0.23494890760516077,-0.592679343695605,-0.14796064872612297,5.684669659759699,7.217527233281969e-05,0.9782405013717006,0.5876259684124183,0.46510572817648727,1.4067456720578075,1.062482773714324,0.668482017086708,0.7906112428186168,0.5528440393682492,0.8624650533728054,294.3206030514609,0.7690689237595472,-365.1955647672708
-9.367789175404917,0.15413006087559122,-0.538243225883637,-0.540938457224428,0.8233247164629922,-0.24139551631140121,0.12120364723135234,-0.01319644021044217,-0.7965368819876425,0.7213974028281398,5.590142100703261,8.543205507718346e-05,1.1666426114710524,0.5837729092018834,0.5822016246000363,2.2780611683969942,0.7855308746646696,1.1288547771108477,0.9868902510490076,0.4508877409024195,2.0573060882388066,267.773667836765,0.7697752230617922,-365.6384751518924
-9.162407273981628,0.5917724205548366,-0.07181300395171225,-0.03645249933116099,0.5652698638274147,0.13877118929479831,-0.23807785300799017,-0.45158853909155167,-0.31877370674459565,-1.0347297563504783,5.967053221768488,0.00010491004660515022,1.8071886768127565,0.930704917681726,0.9642038931383893,1.7599226581075593,1.1488611981864412,0.7881413295319849,0.6366160584646515,0.7270400549532218,0.35532239157108847,390.3536885135008,0.7774104564652263,-367.61873152172984
-8.989297882066642,0.4012343597132909,-0.14463211829574482,0.22711803626373084,0.9032088621037748,-0.4125341802358447,-0.15484295624806813,0.06405274003426473,-0.6289349044130094,-0.9457574663419037,5.883842757885891,0.0001247376430349767,1.4936672829198956,0.8653405775280669,1.2549779921113486,2.4675083149419037,0.6619705699939387,0.8565496826976222,1.0661486259938453,0.5331593643847866,0.38838527068433526,359.1868612279586,0.7686656158468569,-361.9677389574598
-8.776454030670653,0.577844439169145,-0.048022594059815835,-0.13693090472624042,1.090063446403815,-0.3335359860987987,0.1136068066219594,-0.3016661435253377,-0.9669924533399709,-0.6337835703833533,5.671937158724002,0.00015432434551117117,1.7821926626489832,0.9531122521589885,0.8720304772351035,2.9744627855434462,0.7163861182344704,1.1203115391935878,0.7395849388974094,0.3802248642154919,0.5305805097725341,290.59692186132276,0.7679817390235919,-360.77284001764247
-9.246415973481025,0.36112797351855797,0.0411567910012759,-0.2320118596735147,1.0532822327102933,0.300650752284588,0.23582236978331536,0.051457702054112306,0.37803367731424997,0.2640932056138766,6.299439805651134,9.645673679819782e-05,1.4349470843561636,1.0420154713871017,0.792936719280311,2.867046003703659,1.3507375171590292,1.2659494193241003,1.0528046538760452,1.4594120911278146,1.3022495676149324,544.266929451526,0.7694368658362141,-363.5251921364715
-8.92721300573556,0.42644196863246475,-0.3380887387666537,-0.07549281275052436,0.8665753166356628,-0.015200055747099747,0.5579694027606481,-0.5514423790273277,-0.5764487982317505,0.5494479098231093,6.145857235842218,0.0001327274200977242,1.531797632052117,0.7131320026360205,0.927286395148706,2.3787504210564867,0.9849148820099177,1.747121196404195,0.5761182299454349,0.5618902132662821,1.7322963700044076,466.7796178236314,0.770141225402644,-362.17783507217086
