kfwd_log____0,endo_log____0,activeEndo_log____0,kRec_log____0,kDeg_log____0,sortF_logodds____0,rxn_log____0,rxn_log____1,rxn_log____2,rxn_log____3,rxn_log____4,rxn_log____5,Rexpr_2Ra_log____0,Rexpr_2Rb_log____0,Rexpr_15Ra_log____0,scales_log____0,kfwd__0,endo__0,activeEndo__0,kRec__0,kDeg__0,sortF__0,rxn__0,rxn__1,rxn__2,rxn__3,rxn__4,rxn__5,Rexpr_2Ra__0,Rexpr_2Rb__0,Rexpr_15Ra__0,scales__0,Y_15,Y_int,Y_gc,logp
-8.097929926606955,-2.5657904348668166,1.0195247729601535,-2.10877019020551,-4.498444198655754,-1.4550121318884421,2.591694068285953,-2.8357051613488875,2.508364954333431,-2.678105814294049,0.9590269302807173,1.9528470876444284,4.3355421051032925,1.7014272805191875,1.9086048609566082,8.14544299769998,0.00030416813718489247,0.07685840586162902,2.7718771799262796,0.12138715779165886,0.011126293381726955,0.1892313923233035,13.352372284671528,0.05867713439452735,12.284827376818969,0.06869314857875454,2.609156346729486,7.048727384158374,76.36634625662826,5.481765828426401,6.743673869779421,3447.6323452823463,0.30253960458807155,0.3446421092251772,0.2241511811377307,-775.0962249313845
-8.130465447081354,-2.5845747216245534,0.9441259021788102,-2.12881396090174,-4.588631347200812,-1.5230996206265348,3.3740961657272903,-2.7001891032547354,2.4862712730697525,-2.727673422992588,0.9778461686519123,2.0311284909030944,4.590133732353823,1.6140633127734876,1.93819542684653,8.596064319219586,0.000294431126799298,0.07542815074247365,2.570565470608633,0.11897832314584599,0.010166763624962374,0.1790055379208003,29.197881805260792,0.06719280516011472,12.016386657645361,0.06537120401960224,2.658723628307532,7.622683636033439,98.50760293472364,5.023180570077575,6.946204719172984,5410.324325041829,0.31421896590252174,0.33897865669493427,0.216541121832916,-772.1524226323306
-8.008593438089216,-2.6928433752799332,0.9629996298718819,-2.1175218221688783,-4.5224644651840675,-1.5310348616181324,2.944213958597967,-2.518667857607477,3.0497875084071584,-2.293967454444174,1.467726348871967,1.7748454033851404,4.229282135946848,1.5314097643655271,1.7692265140536068,7.571203907190115,0.00033259220165788217,0.06768820252821431,2.619542357672509,0.12032945711596701,0.010862221089412028,0.17784232363409966,18.995725090188365,0.0805668618262252,21.110858066044266,0.10086548772900976,4.339357730825744,5.899369043333682,68.66792024478504,4.624691954739303,5.866314094570092,1941.4762323381915,0.35189337020764794,0.32863426710530597,0.2207626447201566,-773.8502960770119
-8.069394468703592,-2.6807699682885153,1.0541579661790619,-2.1949600347872322,-4.611105963213353,-1.517414632213022,2.7572092113516073,-2.665946517432993,2.2866200007245268,-2.426770292750741,1.2017679675580033,1.8475011676562312,4.1879856395424975,1.5457524705103192,1.7246431268189706,7.545452310278695,0.000312972738486799,0.06851038301847621,2.8695578715484404,0.1113630120624498,0.009940818046957164,0.17984254350017503,15.755810397264707,0.06953350769885575,9.841616743061437,0.08832162542997152,3.3259919736641357,6.343947239224851,65.88993111973491,4.691500514950102,5.610518428818222,1892.118368484288,0.33145918366026755,0.33834172766680437,0.2216798167590442,-774.2417488596057
-8.057345285575526,-2.5876223921994725,0.9219937956589854,-1.921589773643448,-4.595071822900565,-1.3660748479263676,3.291274873837903,-2.661446942539064,2.540753019511514,-2.776707003019372,0.9535574837283992,2.1019625004331886,4.462767864076654,1.598665601819111,1.8814117538571486,9.21364743643329,0.0003167666149828912,0.0751986205308333,2.514298393031309,0.14637407541364084,0.010101495236235864,0.20325475408827748,26.877106743678286,0.0698470838750696,12.689222606307089,0.062243136731844076,2.5949246607455336,8.18221176047665,86.72722636520405,4.946427514707922,6.562763331760537,10033.125388278038,0.34494047153917806,0.3280152437139927,0.21669917562648483,-779.8839301035337
-8.025022316717113,-2.5568875209380706,0.920313793270926,-2.0415669995726167,-4.5188956155515605,-1.3939207781727554,2.4750460021046683,-2.6710228555397193,2.7611895050567723,-2.6833757141011048,1.1858548225381522,1.7751462941498959,4.328051178312437,1.7360117790069893,1.9171319606644182,8.869958093056605,0.0003271727246057776,0.07754572466394287,2.5100779119285477,0.12982511550264544,0.01090105597987849,0.1987825645733561,11.882253709205843,0.06918142650169941,15.81864812355179,0.06833209476262508,3.2734838735974576,5.901144376073924,75.79642881746723,5.674666408559369,6.801423718701503,7114.982799740609,0.3377884931052187,0.34109682781531153,0.21792549305445497,-776.4858846782495
-8.041627695060832,-2.523857227489531,0.9608254510450722,-1.9999206024253067,-4.578149022839795,-1.4377530675585763,3.1898325057862467,-2.5946649337986334,2.53903269809412,-2.7192655683210094,1.4795889204091168,1.6944872580696624,4.611624285103584,1.634400928922163,1.9760448216989304,7.994832310900024,0.000321784756162538,0.08014985352096295,2.6138531910164517,0.1353460289564585,0.010273895453307242,0.19189354009743395,24.284359612715207,0.0746708915752699,12.66741183103838,0.06592315270333787,4.391140201728721,5.443853957297662,100.64749716935899,5.126386007358118,7.21415322134279,2965.5930577268446,0.33280923545193736,0.3358265427035938,0.21724621963411678,-778.0383837624356
-8.189708200258936,-2.663458027512367,1.0867920946751104,-2.055057101835286,-4.518668479750222,-1.4688623844643356,3.160818556316762,-2.8748066925935603,2.349571281353518,-2.7875343358591387,0.531304174599221,2.0877823259535684,4.4180776496009235,1.5808306212004213,1.7283502783227298,8.151856169760011,0.0002774948453518557,0.06970675660658561,2.964748170193458,0.12808552145036056,0.010903532281181615,0.18711558750845303,23.589897687966303,0.056427046215526286,10.481075328952072,0.06157284485830828,1.7011494584422309,8.06700532421152,82.93669862098265,4.858990115718822,5.6313560709323776,3469.8136549660035,0.31297152356823826,0.33081316762510793,0.21857635126055522,-774.1137735532805
-8.098711816588091,-2.719203492332177,0.9810439304132488,-2.0408389840015415,-4.493400092318423,-1.515379569550355,3.187698782711681,-2.724437070286743,2.1831681174169066,-2.706010200495933,1.0600411632050155,2.0281945564113704,4.228735243814761,1.4990038978481819,1.794177838312168,8.490473453123943,0.0003039304041185098,0.06592724507524658,2.6672392011903066,0.1299196646206871,0.011182557370161326,0.1801429092178327,24.23259875556409,0.06558311101053807,8.874376837620762,0.06680280552154538,2.886489803994121,7.600351957454403,68.63037656658324,4.4772270728828945,6.014527774184168,4868.170378193964,0.33945243083685883,0.3289737194835556,0.21865170284079516,-772.9899468828055
-8.124033252744622,-2.762373715670618,1.0467762133559262,-2.073029614748171,-4.480826459468943,-1.505561219184769,3.3196815650892364,-2.6868665283229176,2.439369345364894,-2.583485989895404,0.9928519975009269,2.019466895436902,4.379409196852138,1.481959753588336,1.7137826814512658,8.077416275183761,0.0002963310688734383,0.06314170986582249,2.848453494109713,0.12580406591763213,0.011324050417544569,0.18159755211152392,27.651543939496847,0.06809397597045984,11.465807497551188,0.07551031648356657,2.698920821853607,7.534307289249107,79.79087877455336,4.401563213342281,5.549915383640766,3220.900555906238,0.3257658703024082,0.3237582686523621,0.22101850286929003,-772.2415487633491
