kfwd_log____0,rxn_log____0,rxn_log____1,rxn_log____2,rxn_log____3,rxn_log____4,rxn_log____5,endo_log____0,endo_log____1,kRec_kDeg_log____0,kRec_kDeg_log____1,IL2Raexpr_log____0,IL2Raexpr_log____1,IL2Raexpr_log____2,IL2Raexpr_log____3,sortF_logodds____0,kfwd__0,rxn__0,rxn__1,rxn__2,rxn__3,rxn__4,rxn__5,endo__0,endo__1,kRec_kDeg__0,kRec_kDeg__1,IL2Raexpr__0,IL2Raexpr__1,IL2Raexpr__2,IL2Raexpr__3,sortF__0,Y_15,Y_int,logp
-5.821978397072667,1.7827760113147477,-2.2522375066220963,0.3511988542319668,-1.5065959849372603,-2.549585207993866,-3.8762458662716064,-2.6149977154142228,0.5482126910236541,-1.6924250980924658,-4.033039431738524,1.415147680873897,-0.3862261255907483,0.6289297526747196,-1.243921992479364,-1.4881967769816988,0.0029617398473064474,5.946340636706043,0.10516365673950419,1.420769823915439,0.22166324018248093,0.07811406037003421,0.020728496844729084,0.07316795585426258,1.7301579259569917,0.1840725881979427,0.01772038810887172,4.117094437183694,0.6796168295465977,1.875602146515566,0.2882514779634655,0.18419253559933782,0.9890079220699852,0.508619626555743,-1412.238603105979
-5.821953372286029,1.7802066448706364,-2.2525969625636497,0.3484012765812311,-1.5103381591610912,-2.551831813532427,-3.8637412147564096,-2.6155424384607278,0.5490579846208392,-1.694065269710164,-4.0318565615571265,1.4147330186084652,-0.38642222435459356,0.6296200287582308,-1.2436881952842742,-1.4876228228270287,0.00296181396514159,5.9310819196210485,0.10512586183146276,1.4168006646135898,0.22083528785583792,0.077938765871892,0.020989326869746538,0.07312811043578722,1.7316210356654378,0.183770925020502,0.01774136142948081,4.115387587384935,0.6794835705928203,1.8768972767667809,0.2883188782291834,0.1842787968240917,0.9881341158820974,0.508656786087261,-1411.982096260523
-5.822594776776644,1.7820456506133333,-2.2527653600807347,0.3868919405776578,-1.5150611060600456,-2.563529995982248,-3.8596582037970935,-2.6160451944333407,0.550916397189305,-1.6946219079015716,-4.03149515759235,1.4128315189712892,-0.3850081666488051,0.6284109677746953,-1.2424676594486683,-1.4873094725138318,0.002959914853478464,5.941999248770323,0.10510816038783034,1.4723973762664149,0.21979475364598797,0.07703233609611795,0.021075201716052237,0.07309135408201216,1.734842094062596,0.18366865957023346,0.017747774386606213,4.1075696146724425,0.6804450792259035,1.8746293647975512,0.288670996594973,0.1843259043413822,0.9870865608569721,0.5086783742648594,-1411.7946651542118
-5.824845816832467,1.7889605672883777,-2.253774962630545,0.3275456678577494,-1.5082702873823197,-2.562819879700332,-3.8931910719438605,-2.616952938207489,0.5515175496537149,-1.695378298026402,-4.03085963643668,1.4128424568962226,-0.3848417144690264,0.6296708211540776,-1.2437452591082987,-1.4885851180932177,0.002953259460170261,5.98323006800729,0.10500209647130641,1.3875584166714723,0.22129241939716385,0.07708705743917268,0.020380207454042423,0.07302503596488295,1.7358853121979634,0.18352978693745875,0.01775905705750325,4.1076145432062585,0.6805583502194007,1.8769926112973405,0.28830242612086776,0.18413418842805887,0.9852076792432236,0.5091404056889753,-1412.2008114022256
-5.825092552968177,1.787223508308479,-2.2538999655073115,0.2967818025742695,-1.5073508904888457,-2.5687187256335364,-3.9152131924424394,-2.6185319271604115,0.5506396031550652,-1.6958192355024462,-4.031281791802582,1.413091535798712,-0.385015666338197,0.631189594752514,-1.2437493598822802,-1.4878397887342634,0.002952530874231247,5.972845866085542,0.10498897172751344,1.345521678049131,0.22149596851698297,0.07663367130605106,0.019936297924507358,0.0729098212251461,1.7343619665718895,0.18344887961527373,0.017751561558516947,4.1086377907579275,0.680439976118297,1.8798455040205218,0.28830124386020406,0.18424618471655696,0.9868673623366956,0.5091436429118203,-1412.4623033377843
-5.825156169101721,1.7991043105538918,-2.2542953904811682,0.3151391937065259,-1.5036868183625096,-2.5289978088645997,-3.9955882840802897,-2.6183078934532897,0.5483205269609371,-1.692556211750248,-4.031174971826672,1.4110862652473537,-0.3839510865205263,0.6300594151122254,-1.2425804306230925,-1.4887162617818661,0.0029523430516071964,6.044231284995865,0.10494746467311664,1.3704500557043164,0.22230903437765437,0.07973889386749561,0.01839662078761808,0.07292615731252954,1.7303445092185945,0.1840484553497142,0.017753457881175758,4.1004071155133035,0.6811647445024558,1.8777221410218201,0.288638444663159,0.1841144876866257,0.9896799089274237,0.5096921429598803,-1412.9113131235545
-5.8248770595676636,1.805579246556374,-2.254694538706528,0.31700734211737164,-1.5040851606705354,-2.530791609017057,-4.001842638326475,-2.618309173956721,0.5492235975447342,-1.6922803666575337,-4.030966264610301,1.4119362866876108,-0.384294353199238,0.6299638506788235,-1.2419458567380866,-1.4890219278592616,0.0029531671937083168,6.0834942712377105,0.10490558343780278,1.3730126527085005,0.2222204969190839,0.07959598643952202,0.018281920865145476,0.07292606393039465,1.731907838236683,0.18409923121575886,0.017757163542636782,4.103894031241886,0.6809309634698698,1.87754270614326,0.28882166520968966,0.1840685760796414,0.9921616621756859,0.5090704633381287,-1412.9636488732654
-5.8246072347994895,1.8038463654385382,-2.255566967640287,0.3234912192740216,-1.5010066013000025,-2.5245782170569946,-4.003954386249237,-2.6186837852982743,0.549083088610412,-1.6919025445312255,-4.031250355005394,1.4118641045646851,-0.3843195254641762,0.6302465592183427,-1.2417759495818048,-1.48962780277902,0.0029539641388746755,6.072961427603281,0.10481410068340224,1.3819440217429844,0.22290567004412537,0.08009208713972207,0.018243354791978902,0.07289875011610321,1.7316645068075085,0.18416880112044556,0.017752119619529202,4.103597814149366,0.6809138231109845,1.8780735785371425,0.2888707422466498,0.18397759875706998,0.9936938726309761,0.508861652141371,-1413.0619677355028
-5.826462526456773,1.8039132620121607,-2.2560942214017907,0.2495006902263496,-1.5106937835381424,-2.6043145377000334,-3.8801864574672886,-2.619420075083557,0.5449368436223079,-1.6923964556076547,-4.031384171717093,1.413216852593862,-0.3833985582517466,0.6310321604021177,-1.2413305115202617,-1.4871145903686862,0.002948488754639825,6.073367701503544,0.1047588516209762,1.2833844502812861,0.22075676740688363,0.0739538123779328,0.020646975040106742,0.07284509526621576,1.7244994657974915,0.18407786056976086,0.017749744248191764,4.109152704341284,0.6815412112741788,1.879549575060054,0.2889994449325221,0.18435520664822316,0.9915794439466843,0.5100518541488589,-1412.6974590716427
-5.82570712315957,1.817981197475496,-2.2547294211738884,0.251738179933942,-1.5116684021525721,-2.5863868969442967,-3.9065058711166234,-2.6193068547979017,0.5443358633486902,-1.6913925036285455,-4.030716096043386,1.4132196894805527,-0.3827159948548797,0.6321239496295405,-1.2414866554939874,-1.486902122086422,0.0029507168942328878,6.159411254905813,0.10490192413603569,1.2862592247194369,0.22054171856443258,0.07529158548675037,0.020110647634496145,0.07285334327562257,1.723463386999327,0.18426275870108227,0.017761606382498997,4.109164361558436,0.6820065651571473,1.8816027676613425,0.28895432293364165,0.18438715729895488,0.991308946164922,0.5101117497749166,-1412.6538505440892
