kfwd_log__,rxn_log____0,rxn_log____1,rxn_log____2,rxn_log____3,rxn_log____4,rxn_log____5,rxn_log____6,rxn_log____7,endo_log____0,endo_log____1,kRec_kDeg_log____0,kRec_kDeg_log____1,IL2Raexpr_log____0,IL2Raexpr_log____1,IL2Raexpr_log____2,IL2Raexpr_log____3,sortF_logodds__,kfwd,rxn__0,rxn__1,rxn__2,rxn__3,rxn__4,rxn__5,rxn__6,rxn__7,endo__0,endo__1,kRec_kDeg__0,kRec_kDeg__1,IL2Raexpr__0,IL2Raexpr__1,IL2Raexpr__2,IL2Raexpr__3,sortF,Y_int,logp
-9.018989631177245,-2.416119978593725,-2.234852555255986,-2.1512818094514428,-2.356225028685742,-2.3495576407845116,-2.2206398575761286,-2.2152189465419765,-2.4754944672930814,-2.382369806455772,-2.3003424005495248,-2.2614140147482322,-2.0587704443281063,-0.07651247726845758,-0.05685763278664877,0.009767858949757032,0.030684971025403643,-0.7987116355068745,0.00012108840840601307,0.08926730544331636,0.10700790644337123,0.116334942932047,0.09477733044107989,0.09541135897570384,0.1085396366923452,0.10912961808006194,0.08412138469848193,0.09233151023032421,0.10022452091602761,0.10420303590233047,0.12761077802882026,0.9263413560069321,0.9447285581650977,1.0098157201910098,1.0311606072445374,0.3103011799617984,3.412717422475768,1.7815633845380212
-9.25797218910768,-2.1251930344822214,-2.395932674274704,-2.375883645480062,-2.191703843591062,-2.283727899600387,-2.1493114489706473,-2.2430777263199424,-2.303668017418154,-2.204970893243963,-2.371404564702336,-2.1862683675748604,-2.263422520290732,0.1374913780269135,-0.0375707576523303,0.05156779197954673,-0.06572658142323086,-0.4136305232931304,9.534847792199803e-05,0.11940991581056114,0.09108768415278984,0.09293233368121914,0.11172622234204409,0.10190361131368851,0.11656439067929024,0.1061313579301999,0.09989176617269409,0.11025373438633096,0.09334951871590536,0.1123351609804207,0.10399395356897617,1.1473918131480918,0.9631262667562157,1.052920563442008,0.9363868548548961,0.39804191009677375,3.4192960941846917,4.257768115487513
-9.611997649444191,-2.344795327699326,-2.255895844463686,-2.2217892986362417,-2.255804233884232,-2.210347211187599,-2.4429627999396955,-2.263954701836813,-2.2886634709304667,-2.1285132116548513,-2.4328326656419734,-2.2955638063345796,-2.3981961424397795,-0.05610852241545485,-0.181505228260868,0.04912549648398688,-0.014962118888805177,-0.8830064314820103,6.692100597586677e-05,0.09586682140556449,0.10477963542264547,0.10841494845190124,0.10478923478545639,0.10966256583480893,0.08690299347596567,0.1039386246298088,0.10140189791087262,0.11901411116826884,0.08778780654175819,0.10070459936838272,0.09088174323775661,0.9454365292671223,0.8340138848499232,1.0503521579719566,0.9851492574448023,0.29255516005016363,3.4209715865733634,-3.202174256890805
-9.143553180673369,-2.2922881151871444,-2.244718337674298,-2.244487872502488,-2.2611178086359844,-2.4167036578812686,-2.2920633153693637,-2.4773754620488417,-2.5897278122400054,-2.252740683404096,-2.4725233966711238,-2.1283556382824593,-2.462365726043756,-0.015154052708406432,-0.03273058025157786,0.011035370786206035,-0.04680437521775863,-0.8614004158277576,0.00010690679470081474,0.10103501741131589,0.10595738037312744,0.10598180267313637,0.10423390605021705,0.08921521716897647,0.1010577326179109,0.08396330153842435,0.07504046240121862,0.10511075413991876,0.08437168692190575,0.11903286610072802,0.08523307416552761,0.984960192129538,0.9677992687028601,1.0110964850898472,0.9542740589869663,0.29704684171718904,3.410409295072794,0.3848607318202806
-9.19535377828395,-2.2374456974714847,-2.3230267207437567,-2.356461708194228,-2.189049165085559,-2.286014982955137,-2.562125315446374,-2.315926138070259,-2.1314683766208824,-2.5280632074125022,-2.366599968994418,-2.3892773788991457,-2.214877169621065,0.12603292469337044,-0.07880945494300419,0.060951801837698,0.013738967644762215,-0.33289701632111957,0.00010150994557887783,0.10673077919425772,0.09797658859448816,0.0947549012434659,0.1120232135767041,0.10167081557356987,0.0771406179521684,0.0986747552234444,0.11866292400006545,0.07981345278950407,0.0937991045871795,0.09169592134995465,0.10916692243943098,1.134319514790419,0.9242160124609743,1.0628476856473894,1.0138337809755715,0.4175359018726576,3.4158376454295483,0.4352841756344752
-9.26408585095677,-2.261032235931078,-2.3423658377391705,-2.313064423655338,-2.2783232541760694,-2.309456586435114,-2.368583892905811,-2.211281132415161,-2.3230523931707805,-2.286234301090847,-2.436088422750696,-2.3102568296924004,-2.188804476479742,-0.10199153286042245,0.2107998402696705,0.13856451708380063,-0.0858720479994592,-0.7948381703172331,9.476732785777493e-05,0.1042428260091478,0.09610001203813252,0.09895753862253512,0.10245585519722375,0.09931520612870534,0.09361319877319292,0.10956019744615303,0.09797407332995403,0.10164851976486916,0.08750245553539335,0.09923576159637014,0.11205062773448254,0.9030371977785038,1.2346652000734877,1.1486237850366778,0.917711646749336,0.31113076566185016,3.4155966087665637,5.333578811615158
-9.349024376953652,-2.262595460380148,-2.292013555810903,-2.4142236404607202,-2.236048800439316,-2.24946781010802,-2.374464765356756,-2.4153676586390107,-2.440390404769157,-2.456186192385383,-2.1491207864329054,-2.4051044738573135,-2.3412944462975362,-0.06700661814370878,0.17160584596330813,0.05886583181988811,0.035024864653429896,-0.7788308474586225,8.705030596356639e-05,0.10407999837611671,0.10106276133117725,0.08943674704716906,0.10687997528448226,0.10545533189235153,0.09306428711320516,0.08933448828683312,0.08712683009137152,0.08576140555567872,0.11658661726064835,0.09025606571787279,0.09620302794389686,0.935189012101019,1.187209797446808,1.060632928003735,1.035645459444907,0.3145719198874021,3.4139363831632283,3.2285292583076046
-9.06137657174273,-2.230626397534746,-2.3205697454816483,-2.5392363171527563,-2.176425236808589,-2.283819911287636,-2.399288082214067,-2.4137062719262237,-2.386790018313226,-2.1450026351830207,-2.3152440589047405,-2.4088186463912638,-2.264395954843378,-0.09711930647839462,-0.08395527130586207,0.05196001061233549,0.11476955214290929,-0.9025117706317898,0.0001160630973878315,0.10746109568351193,0.09821761062025938,0.07892665171116975,0.1134463504797174,0.10189423542182721,0.09078256000847017,0.08948303077775953,0.09192428606556621,0.11706772854882937,0.09874208217669077,0.0899214608922458,0.10389277151634874,0.9074477352810705,0.919472381974306,1.0533336195046832,1.1216149340292607,0.28853460136041553,3.4162251229255776,1.797529960601043
-9.012245263010064,-2.3056043154366046,-2.3032453649303597,-2.2795085942960664,-2.419756684855613,-2.2525197348069206,-2.2870746565980995,-2.1883569462686703,-2.1196693993833735,-2.255743305093119,-2.2276083850547925,-2.179060269222351,-2.2607001717894946,0.13366356963946704,0.0009838346576655534,-0.10916699264685338,-0.053155906285243505,-1.2510162425396592,0.00012190783335880255,0.09969853308259237,0.09993399459952336,0.10233448210993588,0.0889432560679714,0.10513398077944626,0.10156313475338787,0.11210078499817154,0.12007131760211473,0.10479561966136292,0.10778590450338957,0.11314780917472893,0.10427744706156966,1.1430082122865268,1.0009843187817353,0.8965806826149637,0.9482321656029812,0.2225242719520574,3.405677277420475,2.1641539296770045
-9.046373381860057,-2.3645744390476797,-2.1964324424786312,-2.338912333641763,-2.4629316935581964,-2.077483222986959,-2.271294458953158,-2.3562459331632635,-2.224069148174694,-2.4500105639009107,-2.2635941952940013,-2.4169060268843428,-2.260572182389077,-0.11297133703561073,-0.027264895735347208,0.047150842638100904,0.07169015465389829,-0.40349344266498327,0.00011781754230169166,0.09398929003062967,0.11119916096436244,0.09643246756129839,0.0851848486627153,0.12524502968140466,0.10317853322546891,0.0947753491912147,0.10816806022265744,0.0862926749072885,0.1039761019390404,0.08919716460112063,0.10429079432363196,0.8931762608284751,0.9731034364297473,1.0482801224933793,1.074322418687145,0.4004732928705574,3.4156761176639234,2.0197634747146225
