kfwd_log____0,rxn_log____0,rxn_log____1,rxn_log____2,rxn_log____3,rxn_log____4,rxn_log____5,Rexpr_2Ra_log____0,Rexpr_2Rb_log____0,Rexpr_15Ra_log____0,Rexpr_gc_log____0,scales_log____0,kfwd__0,rxn__0,rxn__1,rxn__2,rxn__3,rxn__4,rxn__5,Rexpr_2Ra__0,Rexpr_2Rb__0,Rexpr_15Ra__0,Rexpr_gc__0,scales__0,Y_15,logp
-7.03905490796672,1.3721824652050156,-2.308008431201399,-0.46914396959685717,-2.638374123027225,0.566084060995961,1.0506788291280962,1.5296615666180013,-0.672516001929685,-1.3503405892298685,0.7349179312435632,2.1586676608942437,0.0008769549738933341,3.9439488405962964,0.09945913415415653,0.6255375182888379,0.07147738857334385,1.7613561656523515,2.859591633444707,4.616614141545724,0.5104227362855539,0.2591519812395281,2.0853108466142927,8.659592455440274,0.18379289845452174,-67.67504652345872
-7.0276183238242345,1.2961871616172604,-2.2507748987459064,-0.27720885078925694,-2.6249339899784325,0.7133441221001126,1.0239490992660538,1.5913893423920455,-0.6461379080865057,-1.3392623251985436,0.7068317314255804,2.152791529586925,0.000887041913363852,3.655332870215472,0.10531758247119397,0.7578961933619939,0.07244453894200081,2.0408045596719795,2.784168038385242,4.910566649570593,0.5240658639041023,0.26203889679293757,2.027557225815377,8.608856763884315,0.18520222917542248,-67.55235092347013
-7.271939169099601,1.243778113659933,-2.7518274814185752,0.5787306662730244,-2.771790934398198,0.80817436353068,0.3729728482864104,1.174528353761757,-0.5423646733144164,-1.561689163096695,0.47963829363141486,2.088485918328098,0.0006947634228678375,3.4686938592466015,0.06381114091279132,1.7837727901634541,0.06254988163493422,2.243807867678495,1.452044913789917,3.2366160460057207,0.5813718711199459,0.20978141672296308,1.6154899634934845,8.072683204865458,0.18356951597685628,-70.55829670844938
-6.724177412054946,1.603540401514357,-1.5581733315822859,0.6345506829612644,-1.8017543489873733,1.9267833911414936,0.9936883589363225,1.8859667345449338,1.2483414002485822,-1.4052082501036631,0.3249388975940753,3.1599139994114673,0.0012015085195456697,4.970599226307981,0.21052027092136708,1.886174460711072,0.16500915050926362,6.867384985132109,2.7011790393575725,6.592724777094705,3.484558673732035,0.2453159640581674,1.383946080961998,23.568568931108917,0.19283016478841675,-69.9255821437002
-6.846873445396945,1.2989492816031116,-2.622163093386285,-0.485313090662416,-2.9775159143187,0.4723315069809607,1.2100327118047292,1.0268548654662966,-0.04057433827774971,-1.246834383971756,0.2611435825531647,2.7569673914710773,0.0010627733226536997,3.6654432948662694,0.07264555363492503,0.615504457895047,0.05091916445926307,1.6037289429540666,3.3535943528783783,2.792269945189765,0.9602377794353706,0.2874131981034674,1.2984140816592205,15.75200078971477,0.18352349044421334,-68.33222583204733
-6.810251561038385,1.7059527241487806,-2.549129998627838,0.06729271640360318,-2.9851655602736282,0.6543547826567557,1.0985224517626782,1.16813826254481,-0.07486379676658961,-1.4132546746878263,0.36116501177131993,2.889328295563603,0.0011024155402746772,5.506629467739459,0.07814962671638598,1.0696085243159956,0.05053113690770889,1.9239007826733958,2.9997305013893474,3.2159997145095502,0.9278698565969905,0.24334996788141525,1.4350002332732394,17.981227473929124,0.17713724882364737,-67.41326202133331
-6.511974129941247,1.800245353870237,-1.4135667110193975,-0.29764624452688704,-1.6605778555449517,1.3883377811714763,1.430916275728789,1.8111350667005808,0.7066380796872965,-1.534771784415604,0.5286597485911537,2.8572145157514766,0.0014855441692069435,6.051131950936719,0.2432740456960057,0.7425639793617708,0.19002913897676538,4.008182037028554,4.182529787243474,6.117387135404497,2.0271646238493815,0.21550486712736033,1.6966568373907638,17.4129558068064,0.19402941489056114,-67.18334835294004
-6.892767898238328,1.546812023210408,-2.4702128968173303,0.08176162713198974,-2.9012105491617657,0.8738321625352488,0.9436147903188634,1.197626876396875,0.07961077029392039,-1.3581862607741158,0.44410089281086773,2.947059494224302,0.0010151002547247193,4.6964740413795685,0.0845668530710596,1.0851970974512923,0.054956652043545606,2.3960754327351728,2.569251959813903,3.3122472164882186,1.0828655022162297,0.2571267150898687,1.5590877784352806,19.04985508056405,0.17999175992209546,-66.07900443087286
-7.168194494515709,1.2339350545754872,-2.1045092248261814,0.28280076896334866,-2.4389258118783372,1.0826272956871408,1.1949528367349067,1.8793075731342481,-0.14191792959880242,-1.3527905807917122,0.17936004828719193,1.755247131802711,0.0007707130023308994,3.4347187842874116,0.12190548777734071,1.3268407876166706,0.08725452891789326,2.952426266950574,3.3034019676049056,6.548968610052401,0.8676924654325548,0.2585178382119908,1.1964514469205085,5.784877192447192,0.18382400414774283,-66.90802711877842
-7.04624173471024,1.5197726207102724,-2.1182719073615193,-0.10717706751057583,-2.5082146661050606,1.1587226800383268,1.1845728573066874,1.699255415427676,-0.0673625521292861,-1.17261641219884,0.018669112244920114,1.8618692132612913,0.0008706750438487827,4.571185684010943,0.12023923361383247,0.8983665873710636,0.08141345977799086,3.185861311820468,3.2692900698154164,5.469873091968213,0.9348562057807274,0.30955595481430487,1.018844469676946,6.435755334518725,0.18050434967715295,-64.90552112990382
-6.829856444583273,1.2753238651496217,-2.2691989844875473,0.369032270331572,-2.5694437500559593,1.0216687613187394,1.165283033040749,1.2811015307683487,0.005013814516102201,-1.4758742963614926,0.679588116223749,2.8951067006970037,0.0010810132917785942,3.5798606144720293,0.10339496789470617,1.4463342766083302,0.07657813015955106,2.7778264276114593,3.206830393726528,3.600603717718504,1.0050264047169526,0.2285787940496608,1.9730648914257003,18.08543106641014,0.18559786261211286,-65.57689008318815
-7.081542164791642,1.225878692614422,-2.4820883239722256,0.4715969689476832,-2.5972967758801837,1.0908693955778301,0.7764453465038734,1.3658357640111702,0.06465953192859664,-1.1746835146059575,0.5214302673567217,2.728451749515818,0.0008404759959350654,3.4071586129505635,0.0835685250857985,1.6025513755873537,0.07447462796126095,2.9768610176653776,2.173731653230754,3.9189970403475334,1.0667957526540017,0.3089167318522444,1.684435120192177,15.30916623774933,0.18635589076748552,-65.84374948917039
-6.82762543212052,2.2942682866058175,-1.9850543970055459,-0.2713041205719424,-2.421862903410062,0.8545038358696845,1.640697619519031,1.6184624812326818,0.6308134872423419,-1.3612905105018567,0.6955753675848986,3.3107441393295898,0.001083427738233544,9.917176825671374,0.13737314122617952,0.7623846043033725,0.08875611927641994,2.3502080023317693,5.158767113842977,5.045327064971043,1.8791386129503493,0.25632976715723094,2.0048622749173046,27.405511404859137,0.17767834233676497,-67.99859026310607
-7.207260942629312,1.1691020699899362,-2.2113406513332534,-0.2150764791273283,-2.3463679007442995,0.21594710601361106,1.4719067620276847,1.6694301186896157,0.8681427101464831,-1.7611667681518746,0.9428265622188219,3.4498778828287304,0.0007411845245902456,3.2191008131688488,0.10955367673578979,0.8064797589505213,0.09571618230285504,1.2410367338844608,4.357536008853958,5.309141354474402,2.3824817825222757,0.17184424441617488,2.567227601156092,31.496545804812175,0.19284945862649827,-71.69010734551347
