kfwd_log____0,rxn_log____0,rxn_log____1,rxn_log____2,rxn_log____3,rxn_log____4,rxn_log____5,Rexpr_2Ra_log____0,Rexpr_2Rb_log____0,Rexpr_15Ra_log____0,Rexpr_gc_log____0,kfwd__0,rxn__0,rxn__1,rxn__2,rxn__3,rxn__4,rxn__5,Rexpr_2Ra__0,Rexpr_2Rb__0,Rexpr_15Ra__0,Rexpr_gc__0,Y_15,logp
-5.28724291676293,1.6575407578314094,-2.9976807844945106,-0.6968343564932178,-3.1323021622678193,0.0584458724503687,1.0749511952907407,2.47221234672305,-0.49494147398307503,-1.0608439151098041,1.9609532690898805,0.005055679992501721,5.246392816230919,0.04990266930872699,0.4981598066764574,0.04361726755172593,1.0601875987846332,2.929849906571477,11.84863115689812,0.609606584097547,0.34616355437379437,7.106097860889211,0.18998883522469417,-99.51514052969773
-4.873719198627325,1.6742042016070673,-2.647449497354643,-0.8452720380498862,-3.068557524721792,0.03988438702948141,1.302820555454936,2.24450886706053,-0.9607258450294973,-1.1455685946291834,1.8374053697665702,0.007644879523193901,5.334548234541356,0.0708316391570493,0.42944051815788786,0.046488164543987985,1.0406904499226932,3.6796607316886285,9.435780195800621,0.382615065916349,0.3180430288110103,6.280222248651574,0.19291881220161738,-99.71283050170223
-4.519127353411193,2.2331241170524567,-2.4985560314941884,-0.13032117091038245,-2.631151292059367,1.0035736503390726,0.29729550669641663,2.0860127401990964,0.4343452595453007,-1.3701285937139789,1.7894677177394582,0.010898530085182,9.328965380832155,0.08220361239337545,0.8778134574948646,0.07199552662825488,2.728013395489122,1.3462130556481404,8.05274268970784,1.5439518402146593,0.2540742850960334,5.986265235413404,0.19742616496755566,-98.54150075445781
-4.952547616863079,1.8297541994194437,-2.8562735556414856,-0.42363398497896554,-3.0111278265201076,0.7623916852312675,0.7006595673855361,2.181623611761016,-1.0537731325231485,-1.0489392039946734,1.7230128339055477,0.007065386084415723,6.232354553868751,0.05748256723655117,0.6546634547207102,0.04923611763548005,2.143396424671406,2.0150813511957266,8.860680891858038,0.3486198754284287,0.35030915863756784,5.601379092305119,0.1925137570861886,-97.80521967073007
-4.860681932220812,0.9324597627450124,-2.9287251355853194,-1.120142295624103,-3.109224016985345,0.43666042046687253,0.4636174727350499,1.9214015641082873,-1.1320481566660094,-1.260051382717357,1.6701915527345372,0.007745200388144658,2.540751142599094,0.05346515553997324,0.3262333697391387,0.04463557835575459,1.5475304781428059,1.5898147066372044,6.83052518248029,0.32237231079591677,0.28363945195954254,5.313185454913487,0.20019794856882892,-99.532195684686
-3.8076507219681166,2.990455510770407,-1.9999585207899386,-0.24661190623342952,-2.218344185048662,1.2149497227629775,1.1999609990380014,1.9379415388659214,0.03555253107364452,-1.3038593188581737,1.500784179405316,0.0222002723542851,19.89474269747056,0.13534089695368023,0.781443908199406,0.10878909438146707,3.370124619507744,3.3199874375076535,6.944441385138069,1.0361920789808075,0.27148203292814793,4.485204896947296,0.19294622805322764,-103.19316966974235
-3.7257786537011506,3.147220850607236,-1.8613298934835645,-0.3748063730949465,-2.1917260831660625,1.4755903445543697,1.1051177561064511,2.0476116897298073,-0.07632215994680705,-1.3946854011486345,1.4794632166068873,0.024094331979931903,23.27130020785205,0.15546573995290147,0.6874223693714437,0.11172373762597239,4.373616951912777,3.0195800218583777,7.749371084844997,0.9265176715901641,0.24791101662140635,4.39058825340097,0.18797713015825074,-104.45125608608996
-5.345082874873547,0.6783287195938948,-3.0099364662181567,-0.9561839791843479,-3.0904644934950527,0.2689960178363887,0.49593941761294924,2.252694914930586,-0.6734078350589746,-1.2660833601065897,2.1614736662107346,0.00477155574687391,1.970581584213549,0.04929481054671328,0.3843568045936519,0.04548082395064756,1.3086499297779604,1.6420400760978726,9.513338960947381,0.5099677273055911,0.28193369491455067,8.683925441186755,0.2038506825810458,-102.0270919445922
-4.10530556639145,2.8224439708313005,-1.7918240763456827,-0.5940661708188124,-2.0686497781292994,1.0344056276148201,1.1642011529430192,2.521708817496255,0.11080938403367172,-0.953020009438958,1.9320491233959274,0.016484980812575545,16.81790295067557,0.16665589916156118,0.5520778716534306,0.12635627558364793,2.8134335113760565,3.20336286381078,12.449853023457514,1.117181933843191,0.3855748237666249,6.9036421722938375,0.19379877247568858,-101.54684745793541
-4.139978876717044,2.4669874077546985,-1.598121587834581,-0.7692353275953986,-1.8223183120200328,0.4607472288769681,1.7546012201198489,2.3739529746957735,-0.2699604926344027,-1.2866253189347423,2.293202999103336,0.015923187850961844,11.786884234669001,0.20227611928243436,0.46336725702944637,0.1616505597610797,1.585258093164137,5.78114187915578,10.739762494131847,0.7634096540453869,0.2762013034108179,9.906617806333323,0.20568058486681323,-106.20048134535145
